conference,session_id,n_utterances,outcome,entropy_beginning,n_cdp_beginning,n_unique_cdp_beginning,entropy_middle,n_cdp_middle,n_unique_cdp_middle,entropy_end,n_cdp_end,n_unique_cdp_end
2021ABI,2021_05_20_ABI_S2,287,,0.8966714649812291,127,8,0.8498658720642429,132,8,0.8691380185677741,126,8
2021ABI,2021_05_20_ABI_S3,151,,0.9599235681318462,95,7,0.8418761203461519,73,7,0.93321790814719,96,8
2021ABI,2021_05_20_ABI_S4,228,,0.8887783812549177,112,8,0.9160989518250054,135,8,0.9392576987471459,111,8
2021ABI,2021_05_20_ABI_S5,235,,0.9152100186954389,129,8,0.8666204494197663,107,8,0.885988530212098,106,8
2021ABI,2021_05_20_ABI_S6,230,,0.9169785726150453,125,8,0.8686245517242256,94,8,0.9607747234350074,108,8
2021ABI,2021_05_20_ABI_S7,188,,0.8765544744158054,92,7,0.8563089766277788,95,7,0.9106121845308989,115,8
2021ABI,2021_05_20_ABI_S8,327,,0.8352365983039698,139,7,0.7732200495408638,83,8,0.8876278163233371,145,8
2021ABI,2021_05_21_ABI_S1,275,,0.886414869575904,137,8,0.9105721970374048,137,8,0.9090492527850192,116,8
2021ABI,2021_05_21_ABI_S10,215,,0.9132145553570816,114,8,0.9270083738076306,104,8,0.9401916961769367,128,8
2021ABI,2021_05_21_ABI_S11,190,,0.8833285816883863,90,8,0.8136712642178404,93,8,0.891668793009006,92,8
2021ABI,2021_05_21_ABI_S12,267,,0.885688659884062,134,8,0.8761142589429712,131,8,0.8678393911473622,116,8
2021ABI,2021_05_21_ABI_S13,219,,0.8948805776200138,111,8,0.8756927850592717,131,8,0.9196829815743567,71,8
2021ABI,2021_05_21_ABI_S14,189,,0.9097787666037296,114,8,0.8807029264184973,81,7,0.9000168697299942,87,8
2021ABI,2021_05_21_ABI_S15,255,,0.8919094207274685,112,7,0.8438703498758214,117,8,0.8708767408532312,109,8
2021ABI,2021_05_21_ABI_S16,235,,0.9125642176250485,106,6,0.8392614435499107,115,8,0.8969621125542925,115,8
2021ABI,2021_05_21_ABI_S2,174,,0.8309109386848222,80,8,0.88233032391175,106,8,0.9352186773671475,109,8
2021ABI,2021_05_21_ABI_S3,232,,0.869024516277427,100,7,0.8203629782191219,108,8,0.917522613258249,118,8
2021ABI,2021_05_21_ABI_S4,259,,0.9151457422879795,142,7,0.8205364777173364,124,8,0.8825328047225313,114,8
2021ABI,2021_05_21_ABI_S5,298,,0.9561342142539345,166,7,0.883354675292953,147,8,0.9437717615378283,142,8
2021ABI,2021_05_21_ABI_S6,288,,0.9061000161006182,137,8,0.8640265113476006,148,8,0.9205763743633085,113,8
2021ABI,2021_05_21_ABI_S7,139,,0.9325112099249213,82,8,0.9334498520844563,87,8,0.9471787569902433,76,8
2021ABI,2021_05_21_ABI_S8,237,,0.9015654248087466,141,8,0.843802250125083,107,8,0.8934864323874047,130,8
2021ABI,2021_05_21_ABI_S9,174,,0.894504103377103,88,7,0.8668113773892125,96,8,0.9225176158207792,106,8
2021ABI,output-2021-05-20-ABI-S1,39,,0.9285083706060431,33,7,0.9812327163481073,17,5,0.9221417517434336,21,7
2021CMC,2021_10_07_CMC_S1,203,,0.9119370197566171,121,8,0.833908707749745,102,8,0.9349918788099766,108,8
2021CMC,2021_10_07_CMC_S2,121,,0.9095341412722634,90,8,0.9181402691471368,79,8,0.9686190904302542,74,8
2021CMC,2021_10_07_CMC_S3,169,,0.9280149910743418,119,8,0.9122451130368758,85,8,0.9283387230484652,90,8
2021CMC,2021_10_07_CMC_S4,187,,0.8847681580922474,125,8,0.8926641696091062,124,8,0.9156482698230524,89,8
2021CMC,2021_10_07_CMC_S5,174,,0.89245973135288,102,8,0.8991245411373561,89,7,0.919828679565069,81,8
2021CMC,2021_10_07_CMC_S6,176,,0.8530991190928123,113,8,0.9352736993012835,109,8,0.9228865990329691,106,8
2021CMC,2021_10_07_CMC_S7,131,,0.9410533250292631,84,7,0.8861631981913956,77,8,0.9537745702390662,76,8
2021CMC,2021_10_08_CMC_S1,177,,0.8926165686219036,104,7,0.9617538163472061,109,8,0.8306737273495739,86,8
2021CMC,2021_10_08_CMC_S10,182,,0.8959715911079915,99,7,0.8808775659019203,113,8,0.9080603342575359,101,8
2021CMC,2021_10_08_CMC_S11,179,,0.8893914221867758,99,7,0.9208445843196577,116,8,0.9310625202878552,104,8
2021CMC,2021_10_08_CMC_S12,126,,0.8500712408584262,79,8,0.8817665001222963,72,7,0.877643863939651,62,8
2021CMC,2021_10_08_CMC_S13,195,,0.8409588059076353,112,8,0.9045345517292338,119,8,0.8855943912120111,123,8
2021CMC,2021_10_08_CMC_S14,258,,0.9142448094750816,147,8,0.8701986611118716,152,8,0.9311863135536659,122,8
2021CMC,2021_10_08_CMC_S2,180,,0.8864384385538163,101,8,0.8441336870946183,89,8,0.9047077693591866,107,8
2021CMC,2021_10_08_CMC_S3,169,,0.8281804898155871,104,7,0.9123943834676069,103,8,0.8362930708175357,81,8
2021CMC,2021_10_08_CMC_S4,151,,0.9117049617750115,97,8,0.9009193945395279,87,8,0.9507544068963582,93,8
2021CMC,2021_10_08_CMC_S5,195,,0.8199689464431249,110,8,0.9519410629773027,115,8,0.8102958427815686,82,7
2021CMC,2021_10_08_CMC_S6,167,,0.869566750852892,87,8,0.946168665089341,101,8,0.939406942210863,77,8
2021CMC,2021_10_08_CMC_S7,151,,0.8857692014451609,94,7,0.9395463580839051,93,8,0.9634416717622393,76,8
2021CMC,2021_10_08_CMC_S8,173,,0.8766505375441686,94,8,0.8402520778230347,109,8,0.9127340475098332,86,8
2021CMC,2021_10_08_CMC_S9,184,,0.8745135588635127,97,8,0.8813629950463621,108,7,0.8848043270206715,96,8
2021MND,2021_04_22_MND_S1,199,,0.9032852007288246,118,8,0.9571131868487798,114,8,0.9467918209677301,88,8
2021MND,2021_04_22_MND_S2,1,,,0,0,,0,0,0.0,1,1
2021MND,2021_04_22_MND_S3,163,,0.8760529722326394,95,7,0.8430082837887652,82,7,0.9690550554943499,102,8
2021MND,2021_04_22_MND_S4,240,,0.7887563993504586,104,8,0.8669246580152761,124,8,0.9856766407994146,113,8
2021MND,2021_04_22_MND_S5,222,,0.8790689544910347,102,8,0.8323698831475023,117,8,0.9147967866530782,114,8
2021MND,2021_04_22_MND_S6,228,,0.8772947075637884,132,8,0.9397921751667023,123,8,0.8893156032143337,99,6
2021MND,2021_04_22_MND_S7,187,,0.8757891606427838,125,8,0.8963512752702664,90,8,0.8468936241829041,85,7
2021MND,2021_04_22_MND_S8,201,,0.8165060855526188,110,8,0.8981894282120861,98,8,0.8907799231494965,115,8
2021MND,2021_04_23_MND_S1,153,,0.9351501739454627,91,8,0.8434442123380236,91,8,0.8917884229315031,85,8
2021MND,2021_04_23_MND_S10,223,,0.8503427516801493,102,8,0.8380003782342887,119,8,0.9270455393012682,113,8
2021MND,2021_04_23_MND_S11,214,,0.8465709845903859,111,8,0.7400062774491886,88,8,0.8941137696981256,91,8
2021MND,2021_04_23_MND_S12,193,,0.7857959748542177,79,7,0.8372850282500347,109,7,0.8881300191104311,85,7
2021MND,2021_04_23_MND_S13,209,,0.8743465037200587,107,8,0.9230269349343869,97,8,0.9062696182607696,101,8
2021MND,2021_04_23_MND_S14,204,,0.8840498092971053,107,8,0.7696678444059571,79,7,0.8881929393036972,92,8
2021MND,2021_04_23_MND_S15,213,,0.901727854208565,92,6,0.8801792684265846,106,8,0.9539533821074172,107,8
2021MND,2021_04_23_MND_S16,186,,0.8700058469334687,99,8,0.881895288819838,91,8,0.906276691185704,100,8
2021MND,2021_04_23_MND_S2,218,,0.8333862962016957,108,8,0.8654604942802341,93,8,0.9371352784664772,98,8
2021MND,2021_04_23_MND_S3,134,,0.8644999858297165,73,8,0.842187902917307,61,8,0.9063782299048123,61,7
2021MND,2021_04_23_MND_S4,182,,0.8646391149814513,110,8,0.8968954770539216,101,8,0.9412034474429211,91,8
2021MND,2021_04_23_MND_S5,176,,0.9081588525019555,108,8,0.9003753356226413,101,8,0.9253641091300534,74,8
2021MND,2021_04_23_MND_S6,259,,0.8733070879999377,125,8,0.8416367105790606,103,8,0.8039952148953495,106,8
2021MND,2021_04_23_MND_S7,202,,0.9113169786792721,106,8,0.9307953696056207,103,8,0.892239690822203,88,8
2021MND,2021_04_23_MND_S8,175,,0.9575817241840044,96,8,0.9608362591863875,110,8,0.9415566007074108,81,8
2021MND,2021_04_23_MND_S9,180,,0.8712228538217843,80,6,0.8053494983099857,102,8,0.8546102228338978,87,8
2021MZT,2021_09_30_MZT_S2,145,,0.9197060961711235,78,7,0.9061815823442952,58,8,0.9003371727573244,64,8
2021MZT,2021_09_30_MZT_S3,123,,0.9365309052318397,79,8,0.9444375296992388,75,8,0.9359697264840187,52,7
2021MZT,2021_09_30_MZT_S4,147,,0.9084220299799249,82,8,0.8945527847454793,58,8,0.8596817054744631,61,8
2021MZT,2021_09_30_MZT_S5,130,,0.7900947538422236,81,8,0.8419622970883631,76,7,0.9503701671482369,65,8
2021MZT,2021_09_30_MZT_S6,39,,0.8965855424671112,22,6,0.8893176305330712,17,6,0.9141008920185651,14,3
2021MZT,2021_09_30_MZT_S7,425,,0.9093489569501915,227,8,0.91352361279114,218,8,0.9177439867916295,195,8
2021MZT,2021_10_01_MZT_S1,201,,0.9636453585858775,98,7,0.9144796792355713,74,8,0.8688650470653477,81,8
2021MZT,2021_10_01_MZT_S11,132,,0.8729958447959724,62,8,0.825242898313925,68,6,0.9529953353710982,76,8
2021MZT,2021_10_01_MZT_S2,181,,0.8407899448027667,94,8,0.903757810720467,94,8,0.9556529152433737,91,8
2021MZT,2021_10_01_MZT_S3,249,,0.8546976389230253,121,8,0.8452025137569961,141,8,0.940775786649566,128,8
2021MZT,2021_10_01_MZT_S4,220,,0.9318395308680665,114,8,0.9498818119721893,100,8,0.9325030403562785,121,8
2021MZT,2021_10_01_MZT_S5,243,,0.9048170619990615,109,7,0.8985684686393803,133,8,0.9256026223242962,119,8
2021MZT,2021_10_01_MZT_S7,184,,0.9083165503667585,92,7,0.8102506171927314,91,8,0.9154592470461522,111,8
2021MZT,2021_10_01_MZT_S8,180,,0.8408470627220176,79,7,0.8650290402224771,111,8,0.9372260985483507,83,7
2021MZT,2021_10_01_MZT_S9,197,,0.8824304700654025,94,6,0.9173320161230697,105,8,0.8788637734934285,89,8
2021NES,2021_11_04_NES_S1,115,,0.9278724033381592,74,8,0.9808710763858115,72,8,0.8695411779823446,82,8
2021NES,2021_11_04_NES_S2,174,,0.8415346357480772,87,7,0.8823823088389124,94,8,0.8964484443126821,75,7
2021NES,2021_11_04_NES_S3,244,,0.898677286279414,122,6,0.9254331595630156,145,8,0.9264872725237242,110,8
2021NES,2021_11_04_NES_S4,219,,0.9117343626042625,137,8,0.8901533990059162,124,8,0.9139497630789369,103,8
2021NES,2021_11_04_NES_S5,187,,0.9059934437233338,115,8,0.8269829680011817,108,8,0.8970927789788848,85,8
2021NES,2021_11_04_NES_S6,172,,0.8347254566353617,99,6,0.8707183465467715,120,8,0.8341631951298084,93,8
2021NES,2021_11_05_NES_S1,382,,0.9277182561808067,223,8,0.8452228117192497,160,8,0.9051561128551073,202,8
2021NES,2021_11_05_NES_S10,276,,0.9151989027649617,141,8,0.925697320173753,139,8,0.971052334272454,133,8
2021NES,2021_11_05_NES_S11,148,,0.9160310163820662,97,8,0.8901107780390846,89,8,0.9352440709659243,89,8
2021NES,2021_11_05_NES_S12,255,,0.90867356696172,126,8,0.8363764761244549,148,8,0.9202417405758015,116,8
2021NES,2021_11_05_NES_S2,163,,0.945737171252817,110,7,0.8942101593621296,105,8,0.9060955518463496,83,8
2021NES,2021_11_05_NES_S3,315,,0.9154772665557217,152,8,0.9130156841389084,174,8,0.897174355042714,149,8
2021NES,2021_11_05_NES_S4,225,,0.9064262949284663,139,8,0.9281871219619925,148,8,0.8570513988019028,122,8
2021NES,2021_11_05_NES_S5,299,,0.9069503662164643,149,8,0.900921745414533,155,8,0.8984779729295228,153,8
2021NES,2021_11_05_NES_S6,339,,0.9190471806660561,168,7,0.9046972137349906,168,8,0.9317511361818852,143,8
2021NES,2021_11_05_NES_S7,347,,0.9334585144186223,161,8,0.9042037618315978,180,8,0.9113430434341777,147,8
2021NES,2021_11_05_NES_S8,148,,0.9036525143406213,76,6,0.9558740688705928,101,8,0.8969596674100998,97,8
2021NES,2021_11_05_NES_S9,266,,0.8880742301131961,140,8,0.8345744218678336,128,8,0.88980932513394,126,8
2021SLU,2021_06_10_SLU_S1,213,,0.8514213171951985,103,7,0.9352739403925977,123,8,0.9146867802543327,103,8
2021SLU,2021_06_10_SLU_S2,190,,0.9165018788705145,114,8,0.8863246208836796,95,8,0.9233824112767622,106,8
2021SLU,2021_06_10_SLU_S3,178,,0.9349986583977512,118,8,0.9463939016550804,102,8,0.946469202712569,121,8
2021SLU,2021_06_10_SLU_S4,308,,0.9233740952880473,150,7,0.9241494827700348,149,8,0.9177236234377982,162,8
2021SLU,2021_06_10_SLU_S5,202,,0.8390524173168159,104,8,0.8655216064033401,130,8,0.9273475336708338,125,8
2021SLU,2021_06_10_SLU_S6,249,,0.8868183685975849,117,8,0.9125133529622506,116,8,0.9068243174940284,126,8
2021SLU,2021_06_10_SLU_S7,205,,0.8550129936481085,88,7,0.9203964308901814,117,8,0.9754053879209449,133,8
2021SLU,2021_06_11_SLU_S1,269,,0.8875100831844921,140,8,0.9183789455330039,151,8,0.9830291296739361,138,8
2021SLU,2021_06_11_SLU_S10,246,,0.9193306293379475,126,8,0.8116075315500891,150,8,0.9260077826219782,124,8
2021SLU,2021_06_11_SLU_S11,201,,0.8784693452617754,107,8,0.8726246633698825,123,8,0.8778464820728743,89,8
2021SLU,2021_06_11_SLU_S12,257,,0.9308304200483738,130,7,0.9131288730569134,98,8,0.9114821514603132,127,8
2021SLU,2021_06_11_SLU_S13,257,,0.9428235092608812,144,8,0.8986362801585366,88,8,0.9160839754696674,112,8
2021SLU,2021_06_11_SLU_S2,247,,0.9138203850303032,145,8,0.9078787154771951,85,7,0.9400265572533791,113,8
2021SLU,2021_06_11_SLU_S3,229,,0.7712777578262217,85,7,0.9068639078698489,119,8,0.9581686956100665,107,8
2021SLU,2021_06_11_SLU_S4,209,,0.9161355504175278,99,7,0.9407227457865696,131,8,0.9052208335843016,106,8
2021SLU,2021_06_11_SLU_S5,180,,0.9134745200455016,114,8,0.8867702885778715,100,8,0.9160020885180796,86,8
2021SLU,2021_06_11_SLU_S6,253,,0.8985975392078109,135,8,0.8499815410543703,107,8,0.9000805098715531,136,8
2021SLU,2021_06_11_SLU_S7,199,,0.8838121923150299,89,8,0.9196699449031688,117,8,0.9374654159352129,104,8
2021SLU,2021_06_11_SLU_S8,262,,0.9099694656152923,138,8,0.8816423004852667,127,8,0.892951715510538,115,8
2021SLU,2021_06_11_SLU_S9,260,,0.9280562640554249,120,7,0.8999221535329952,138,8,0.9011506759130566,107,8
2022MND,2022_04_07_MND_S1,283,,0.8682997199440589,116,7,0.8589030362576829,149,8,0.8087491860266476,115,8
2022MND,2022_04_07_MND_S2,271,,0.8181855323856296,124,8,0.8768822324890845,146,8,0.9269277226710582,127,8
2022MND,2022_04_07_MND_S3,141,,0.7638530016846349,57,6,0.827108420527169,92,8,0.9321770709779794,88,8
2022MND,2022_04_07_MND_S4,257,,0.9120549180833734,120,7,0.8745803864982616,123,8,0.8677667996896896,104,8
2022MND,2022_04_07_MND_S5,258,,0.8712373579103407,119,8,0.9458227077100787,114,8,0.8609925845626241,109,8
2022MND,2022_04_07_MND_S6,234,,0.9057272650564913,94,6,0.7501190154096752,111,8,0.8908296141146144,121,8
2022MND,2022_04_08_MND_S1,230,,0.8826330474478612,107,7,0.840607710806485,114,8,0.9115576272180511,86,8
2022MND,2022_04_08_MND_S10,197,,0.7905996505760626,71,7,0.8773102583752534,104,7,0.9146420973979682,87,8
2022MND,2022_04_08_MND_S11,211,,0.8750192974293496,108,8,0.7886746498455386,101,8,0.8948056576200892,96,8
2022MND,2022_04_08_MND_S12,12,,0.9463946303571861,4,3,0.0,4,1,0.8649735207179271,5,3
2022MND,2022_04_08_MND_S2,312,,0.9208708827065953,153,8,0.9270454906507745,127,7,0.8780222948925771,146,8
2022MND,2022_04_08_MND_S3,281,,0.8524854383439012,102,6,0.9185838926151866,146,7,0.8343080785946747,117,8
2022MND,2022_04_08_MND_S4,216,,0.8526129472377342,104,8,0.8134803070802775,121,8,0.8668262555090668,105,8
2022MND,2022_04_08_MND_S5,255,,0.8089065060842091,119,8,0.8279067378862561,139,8,0.8267731338092204,98,8
2022MND,2022_04_08_MND_S6,6,,0.0,2,1,1.0,2,2,0.9463946303571861,4,3
2022MND,2022_04_08_MND_S7,259,,0.9268369622887231,126,7,0.8533543846440702,133,8,0.9399958154277946,131,8
2022MND,2022_04_08_MND_S8,365,,0.8027977131727594,106,8,0.8212936257636645,133,7,0.8947701095670726,167,8
2022MND,2022_04_08_MND_S9,273,,0.8383408644391558,129,8,0.8309423274506442,124,8,0.8617975856113325,121,8
