session_id,entropy_index_beginning,entropy_time_beginning,n_cdp_index_beginning,n_cdp_time_beginning,entropy_diff_beginning,entropy_index_middle,entropy_time_middle,n_cdp_index_middle,n_cdp_time_middle,entropy_diff_middle,entropy_index_end,entropy_time_end,n_cdp_index_end,n_cdp_time_end,entropy_diff_end,conference
2021_06_11_SLU_S11,0.8453509366224365,0.7918583525674836,22,21,-0.05349258405495294,0.9709505944546686,0.9182958340544896,5,3,-0.052654760400179024,0.6840384356390417,0.863120568566631,11,14,0.17908213292758934,2021SLU
2021_06_11_SLU_S12,0.801230770703707,0.801230770703707,29,29,0.0,0.8112781244591328,0.8112781244591328,4,4,0.0,0.9456603046006402,0.9456603046006402,11,11,0.0,2021SLU
2021_06_11_SLU_S13,0.5586293734521992,0.5586293734521992,23,23,0.0,0.9182958340544896,0.9182958340544896,3,3,0.0,0.7793498372920852,0.7793498372920852,13,13,0.0,2021SLU
2021_06_11_SLU_S2,0.7455574250275929,0.7455574250275929,11,11,0.0,,,0,0,,0.7079749057776119,0.7079749057776119,18,18,0.0,2021SLU
2021_06_11_SLU_S3,0.7816596645276667,0.7816596645276667,13,13,0.0,0.0,0.0,4,4,0.0,0.74959525725948,0.74959525725948,14,14,0.0,2021SLU
2021_06_11_SLU_S4,0.5931648710702542,0.5676828057613506,29,35,-0.025482065308903623,0.9544340029249649,0.0,8,1,-0.9544340029249649,0.9852281360342516,1.0,7,8,0.014771863965748366,2021SLU
2021_06_11_SLU_S5,0.8112781244591328,0.5916727785823275,8,7,-0.21960534587680536,1.0,0.9182958340544896,2,3,-0.08170416594551044,0.6695919455357793,0.6695919455357793,8,8,0.0,2021SLU
2021_06_11_SLU_S6,0.9819407868640977,0.9819407868640977,19,19,0.0,0.8112781244591328,0.8112781244591328,4,4,0.0,0.6840384356390417,0.6840384356390417,11,11,0.0,2021SLU
2021_06_11_SLU_S7,0.9709505944546686,0.9709505944546686,10,10,0.0,0.863120568566631,0.6500224216483541,7,6,-0.2130981469182769,0.8453509366224365,0.8865408928220899,22,23,0.04118995619965338,2021SLU
2021_06_11_SLU_S8,0.9774178175281716,0.9774178175281716,17,17,0.0,0.9709505944546686,,5,0,,0.9182958340544896,0.9402859586706309,9,14,0.02199012461614136,2021SLU
2021_06_11_SLU_S9,0.6307404425754963,0.6512888470192231,29,30,0.020548404443726742,0.9182958340544896,0.7219280948873623,6,5,-0.19636773916712724,0.9709505944546686,0.9709505944546686,5,5,0.0,2021SLU
2022_04_07_MND_S1,0.41381685030363374,0.41381685030363374,12,12,0.0,0.8112781244591328,0.0,8,1,-0.8112781244591328,0.6193821946787638,0.7219280948873623,13,20,0.10254590020859855,2022MND
2022_04_07_MND_S2,0.9182958340544896,0.9182958340544896,24,24,0.0,0.0,0.0,3,3,0.0,0.8997437586982626,0.8997437586982626,19,19,0.0,2022MND
2022_04_07_MND_S3,0.7219280948873623,0.9182958340544896,5,6,0.19636773916712724,0.0,,1,0,,0.7219280948873623,0.7219280948873623,10,10,0.0,2022MND
2022_04_07_MND_S4,0.5264143616682583,0.5264143616682583,17,17,0.0,0.6500224216483541,0.0,6,1,-0.6500224216483541,0.35335933502142136,0.3589962496465303,15,20,0.0056369146251089575,2022MND
2022_04_07_MND_S5,0.9182958340544896,0.9182958340544896,9,9,0.0,0.6254181156238111,0.9602297178607611,13,5,0.33481160223694995,0.6567045482143385,0.47167341781551525,12,20,-0.1850311303988233,2022MND
2022_04_07_MND_S6,0.4394969869215134,0.4394969869215134,11,11,0.0,0.9182958340544896,0.9182958340544896,3,3,0.0,0.9456603046006402,0.9456603046006402,11,11,0.0,2022MND
2022_04_08_MND_S1,0.9182958340544896,0.9182958340544896,12,12,0.0,0.8112781244591328,0.8112781244591328,4,4,0.0,0.4560725552838438,0.4560725552838438,21,21,0.0,2022MND
2022_04_08_MND_S10,0.6500224216483541,0.6500224216483541,6,6,0.0,,,0,0,,0.863120568566631,0.863120568566631,7,7,0.0,2022MND
2022_04_08_MND_S11,0.9182958340544896,0.9182958340544896,21,21,0.0,1.0,0.9182958340544896,4,3,-0.08170416594551044,0.4537163391869448,0.4394969869215134,21,22,-0.014219352265431418,2022MND
2022_04_08_MND_S12,,,0,0,,,,0,0,,0.9182958340544896,0.9182958340544896,3,3,0.0,2022MND
2022_04_08_MND_S2,0.7553754125614288,0.7553754125614288,23,23,0.0,0.46343678232466695,0.4689955935892812,14,10,0.005558811264614272,0.5916727785823275,0.6500224216483541,14,18,0.058349643066026635,2022MND
2022_04_08_MND_S3,0.0,0.44155167050817345,6,15,0.44155167050817345,0.6386009056011303,0.863120568566631,17,7,0.22451966296550074,0.7219280948873623,0.9182958340544896,5,6,0.19636773916712724,2022MND
2022_04_08_MND_S4,0.7642045065086203,0.7642045065086203,9,9,0.0,0.0,0.0,1,1,0.0,0.9852281360342516,0.9852281360342516,7,7,0.0,2022MND
2022_04_08_MND_S5,1.0,1.0,22,22,0.0,0.0,,1,0,,0.8904916402194913,0.9402859586706309,13,14,0.049794318451139574,2022MND
2022_04_08_MND_S6,,,0,0,,0.0,0.0,1,1,0.0,0.0,0.0,1,1,0.0,2022MND
2022_04_08_MND_S7,0.37270529641671113,0.37270529641671113,19,19,0.0,0.9182958340544896,0.9182958340544896,3,3,0.0,0.8453509366224365,0.8453509366224365,22,22,0.0,2022MND
2022_04_08_MND_S8,0.9182958340544896,0.9182958340544896,6,6,0.0,0.0,0.0,4,4,0.0,0.6452075543900085,0.6452075543900085,22,22,0.0,2022MND
2022_04_08_MND_S9,0.7871265862012691,0.7871265862012691,17,17,0.0,0.0,0.0,3,2,0.0,0.6840384356390417,0.6665783579949205,22,23,-0.017460077644121164,2022MND
