session_id,entropy_index_beginning,entropy_time_beginning,n_cdp_index_beginning,n_cdp_time_beginning,entropy_diff_beginning,entropy_index_middle,entropy_time_middle,n_cdp_index_middle,n_cdp_time_middle,entropy_diff_middle,entropy_index_end,entropy_time_end,n_cdp_index_end,n_cdp_time_end,entropy_diff_end,conference
2021_10_08_CMC_S8,0.9975025463691153,0.9975025463691153,17,17,0.0,0.9182958340544896,,3,0,,0.74959525725948,0.6170591141539598,14,17,-0.1325361431055202,2021CMC
2021_10_08_CMC_S9,0.8112781244591328,0.8112781244591328,16,16,0.0,,,0,0,,0.9798687566511527,0.9798687566511527,12,12,0.0,2021CMC
2021_04_22_MND_S1,0.934068055375491,0.8997437586982626,20,19,-0.03432429667722836,0.5916727785823275,1.0,14,2,0.4083272214176725,0.672294817075638,0.6500224216483541,17,30,-0.022272395427283875,2021MND
2021_04_22_MND_S2,,,0,0,,,,0,0,,,,0,0,,2021MND
2021_04_22_MND_S3,,,0,0,,0.0,0.0,1,1,0.0,0.9456603046006402,0.9456603046006402,11,11,0.0,2021MND
2021_04_22_MND_S4,0.6840384356390417,0.8112781244591328,11,12,0.12723968882009118,0.9602297178607611,1.0,5,2,0.039770282139238944,0.9494520153879484,0.9587118829771318,19,21,0.009259867589183401,2021MND
2021_04_22_MND_S5,0.961236604722876,0.9402859586706309,13,14,-0.02095064605224506,0.0,,1,0,,0.8508642289005679,0.8508642289005679,11,11,0.0,2021MND
2021_04_22_MND_S6,0.8112781244591328,0.9182958340544896,4,3,0.10701770959535672,0.8739810481273578,0.9456603046006402,17,11,0.07167925647328244,0.9456603046006402,0.8935711016541907,22,29,-0.052089202946449475,2021MND
2021_04_22_MND_S7,0.8112781244591328,,4,0,,0.9544340029249649,0.9940302114769565,8,11,0.03959620855199153,0.6500224216483541,0.6292492238560345,18,19,-0.020773197792319564,2021MND
2021_04_22_MND_S8,0.0,0.0,2,2,0.0,0.7896900821428474,0.7896900821428474,6,6,0.0,0.7642045065086203,0.7642045065086203,9,9,0.0,2021MND
2021_04_23_MND_S1,0.7298466991620974,0.6223659728744493,10,9,-0.10748072628764815,0.9182958340544896,0.0,3,2,-0.9182958340544896,0.42181719939455997,0.38762396309516434,16,18,-0.034193236299395635,2021MND
2021_04_23_MND_S10,0.0,0.0,21,21,0.0,0.0,0.9182958340544896,1,3,0.9182958340544896,0.6254181156238111,0.6913698302025114,13,11,0.0659517145787003,2021MND
2021_04_23_MND_S11,0.7219280948873623,0.7642045065086203,10,9,0.04227641162125795,0.0,0.0,3,4,0.0,0.5407040970774404,0.5407040970774404,21,21,0.0,2021MND
2021_04_23_MND_S12,0.9182958340544896,0.8904916402194913,12,13,-0.027804193834998214,0.0,,1,0,,0.9182958340544896,0.9182958340544896,3,3,0.0,2021MND
2021_04_23_MND_S13,0.3372900666170139,0.3372900666170139,16,16,0.0,0.5032583347756457,0.0,9,6,-0.5032583347756457,0.8739810481273578,0.8812908992306927,17,20,0.00730985110333493,2021MND
2021_04_23_MND_S14,0.9182958340544896,0.9182958340544896,6,6,0.0,0.0,0.0,3,3,0.0,0.7219280948873623,0.7219280948873623,30,30,0.0,2021MND
2021_04_23_MND_S15,0.5578578164321781,0.692208534435103,20,25,0.13435071800292486,0.8699155297736259,0.0,7,2,-0.8699155297736259,0.7160863263878677,0.7160863263878677,18,18,0.0,2021MND
2021_04_23_MND_S16,0.6500224216483541,0.6500224216483541,12,12,0.0,0.9182958340544896,0.8112781244591328,3,4,-0.10701770959535672,0.8812908992306927,0.9182958340544896,10,9,0.03700493482379685,2021MND
2021_04_23_MND_S2,0.863120568566631,0.863120568566631,14,14,0.0,0.0,0.0,5,1,0.0,0.4537163391869448,0.4021791902022729,21,25,-0.05153714898467193,2021MND
2021_04_23_MND_S3,0.6193821946787638,0.6500224216483541,13,12,0.030640226969590345,0.0,1.0,1,2,1.0,0.8112781244591328,0.8112781244591328,4,4,0.0,2021MND
2021_04_23_MND_S4,0.9957274520849256,0.9957274520849256,13,13,0.0,0.9182958340544896,0.0,6,2,-0.9182958340544896,0.5478948105177535,0.6257309858938137,16,20,0.07783617537606025,2021MND
2021_04_23_MND_S5,0.9182958340544896,0.9182958340544896,15,15,0.0,0.5032583347756457,0.0,9,1,-0.5032583347756457,0.46343678232466695,0.441561145269048,14,22,-0.021875637055618957,2021MND
2021_04_23_MND_S6,0.5970948432879916,0.48785277138929123,14,13,-0.10924207189870033,0.9463946303571861,1.0,4,2,0.05360536964281393,0.8112781244591328,0.6971862088918521,16,19,-0.11409191556728071,2021MND
2021_04_23_MND_S7,0.5032583347756457,0.5435644431995964,9,8,0.04030610842395066,0.7642045065086203,0.0,9,1,-0.7642045065086203,0.3095434291503252,0.3818962309523018,18,27,0.07235280180197662,2021MND
2021_04_23_MND_S8,0.9544340029249649,0.9852281360342516,8,14,0.030794133109286692,0.9456603046006402,0.9182958340544896,11,3,-0.027364470546150654,0.9182958340544896,0.9456603046006402,9,11,0.027364470546150654,2021MND
2021_04_23_MND_S9,0.6500224216483541,0.863120568566631,6,7,0.2130981469182769,0.0,0.0,2,1,0.0,0.8112781244591328,0.8112781244591328,4,4,0.0,2021MND
2021_09_30_MZT_S2,0.9709505944546686,0.9709505944546686,5,5,0.0,0.0,0.0,3,2,0.0,1.0,0.9999999999999999,2,3,-1.1102230246251565e-16,2021MZT
2021_09_30_MZT_S3,0.5916727785823275,0.5916727785823275,7,7,0.0,0.6500224216483541,0.0,12,2,-0.6500224216483541,0.7642045065086203,0.7424875695421236,9,19,-0.02171693696649668,2021MZT
2021_09_30_MZT_S4,0.8420887815606471,,13,0,,0.5916727785823275,0.7954584372331486,7,17,0.2037856586508211,0.0,0.0,4,7,0.0,2021MZT
2021_09_30_MZT_S5,0.9709505944546686,0.9709505944546686,5,5,0.0,,,0,0,,0.5916727785823275,0.5916727785823275,14,14,0.0,2021MZT
2021_09_30_MZT_S6,0.9182958340544896,0.0,3,1,-0.9182958340544896,0.863120568566631,0.9709505944546686,7,5,0.10783002588803758,,0.8112781244591328,0,4,,2021MZT
2021_09_30_MZT_S7,0.7413390912646509,0.7463685701896878,27,25,0.005029478925036912,0.6632110916865271,0.6703075011115168,39,41,0.00709640942498968,0.74959525725948,0.74959525725948,14,14,0.0,2021MZT
2021_10_01_MZT_S1,0.74959525725948,0.7793498372920852,14,13,0.029754580032605227,0.8112781244591328,0.0,4,2,-0.8112781244591328,0.6695919455357793,0.8342022886441014,8,11,0.16461034310832212,2021MZT
2021_10_01_MZT_S11,0.7793498372920852,0.8112781244591328,13,12,0.03192828716704765,0.0,1.0,2,2,1.0,0.6962122601251458,0.7871265862012691,16,17,0.09091432607612326,2021MZT
2021_10_01_MZT_S2,0.8112781244591328,0.8112781244591328,16,16,0.0,0.9182958340544896,0.9182958340544896,3,3,0.0,0.8342022886441014,0.8342022886441014,11,11,0.0,2021MZT
2021_10_01_MZT_S3,0.934068055375491,0.934068055375491,20,20,0.0,0.8112781244591328,1.0,4,6,0.18872187554086717,0.9852281360342516,0.9980008838722996,21,19,0.012772747838047938,2021MZT
2021_10_01_MZT_S4,0.6500224216483541,0.6500224216483541,12,12,0.0,0.7732967821474692,0.7732967821474692,13,13,0.0,0.6803454839201113,0.6803454839201113,25,25,0.0,2021MZT
2021_10_01_MZT_S5,0.7365705641335477,0.7365705641335477,19,19,0.0,0.7642045065086203,0.7642045065086203,9,9,0.0,0.7642045065086203,0.7642045065086203,18,18,0.0,2021MZT
2021_10_01_MZT_S7,0.6962122601251458,0.6962122601251458,16,16,0.0,0.0,0.0,1,2,0.0,0.6840384356390417,0.7219280948873623,11,10,0.03788965924832066,2021MZT
