conference,session_id,n_meetings,similarity_method,n_chunks_sum,n_moves_sum,funded_rate,any_funded,n_teams,num_funded_teams,outcome_source,n_moves,weighted_ldi,mean_nonzero_weight,forelink_weight_mean,backlink_weight_mean,cross_speaker_weight_ratio,late_minus_early_backlink,forelink_entropy,backlink_entropy,horizon_entropy,overall_link_entropy
2020NES,2020_11_06_NES_S2,1,lsa,9.0,186.0,0.0,0.0,2.0,0.0,chunk_registry_v1,186.0,1.77707918794379,0.1802272240771782,1.7770791879437906,1.7770791879437904,0.7844812611680465,2.2300136571215567,24.952085829741208,22.94870202113472,24.64248007446497,72.5432679253409
2020NES,2020_11_06_NES_S3,1,lsa,4.0,129.0,0.6666666666666666,1.0,3.0,2.0,chunk_registry_v1,129.0,0.912514416681245,0.2132506517244214,0.912514416681245,0.912514416681245,0.8313919176347592,1.256978207902333,12.403035565378024,13.493484294239575,12.682528726997552,38.57904858661515
2020NES,2020_11_06_NES_S4,2,lsa,8.0,163.0,0.0,0.0,2.0,0.0,chunk_registry_v1,81.50306748466258,0.5585334447803991,0.19512146635451094,0.5585334447803991,0.5585334447803992,0.7825630771720703,0.8172526466946295,8.597598208087383,7.4872525711649915,7.215150126367674,23.30000090562005
2020NES,2020_11_06_NES_S7,1,lsa,6.0,124.0,0.0,0.0,2.0,0.0,chunk_registry_v1,124.0,0.8275223422435605,0.1816155228994716,0.8275223422435605,0.8275223422435606,0.7858693628295697,1.2330311664819515,12.92340303829354,12.285476783929171,12.016543622216764,37.22542344443948
2020NES,2020_11_06_NES_S8,1,lsa,8.0,226.0,0.0,0.0,2.0,0.0,chunk_registry_v1,226.0,1.8507613107471368,0.1782156183335547,1.8507613107471368,1.850761310747136,0.7662604891880048,2.6190569181417187,28.606412041009985,25.575112547607628,25.327904146631035,79.50942873524863
2020NES,2020_11_06_NES_S9,1,lsa,8.0,199.0,1.0,1.0,2.0,2.0,chunk_registry_v1,199.0,1.4282017339574904,0.17162569145986753,1.4282017339574904,1.4282017339574906,0.7563055433938258,1.933096944133516,21.73538379381602,18.457547463217352,19.898405038447585,60.09133629548096
2021ABI,2021_05_20_ABI_S1,1,lsa,7.0,107.0,,,,,unmatched,107.0,0.533234700639998,0.15504378524043422,0.5332347006399981,0.5332347006399981,0.7543719703012947,0.551850388030009,7.397405047555447,8.254965434719786,8.17279161216547,23.825162094440703
2021ABI,2021_05_20_ABI_S2,2,lsa,8.0,232.0,0.0,0.0,1.0,,entropy_with_outcomes,120.5603448275862,0.5600221104961364,0.2352088451286924,0.5600221104961364,0.5600221104961364,0.7783992349086201,0.7384799421159834,8.359698067443817,8.22768289118385,7.2142798910478465,23.801660849675514
2021ABI,2021_05_20_ABI_S3,1,lsa,8.0,94.0,1.0,1.0,1.0,,entropy_with_outcomes,94.0,0.6311126564087836,0.1883320308013512,0.6311126564087836,0.6311126564087836,0.7660368052585466,0.6999428513590222,8.815711453862223,8.79672524817989,9.10674401356163,26.71918071560374
2021ABI,2021_05_20_ABI_S4,1,lsa,7.0,165.0,1.0,1.0,2.0,,entropy_with_outcomes,165.0,1.189212703749429,0.2271065927299256,1.189212703749429,1.1892127037494291,0.7052064537196879,1.8030166517463744,16.705342285194178,14.954938065694376,14.2074211502641,45.86770150115266
2021ABI,2021_05_20_ABI_S5,1,lsa,7.0,145.0,0.0,0.0,1.0,,entropy_with_outcomes,145.0,0.9456918844840432,0.1886180512382204,0.9456918844840432,0.9456918844840432,0.7582328868040049,1.206998015474083,13.193185200799329,15.143300435126282,14.53577780499854,42.87226344092415
2021ABI,2021_05_20_ABI_S6,1,lsa,8.0,135.0,0.5,1.0,2.0,,entropy_with_outcomes,135.0,0.8067901279818664,0.1620783739249285,0.8067901279818667,0.8067901279818667,0.7909638943550422,1.2083221542315434,11.986840742253667,11.510838537419572,11.78550105542016,35.2831803350934
2021ABI,2021_05_20_ABI_S7,1,lsa,8.0,95.0,1.0,1.0,1.0,,entropy_with_outcomes,95.0,0.4596901900738809,0.1554112742242658,0.4596901900738809,0.4596901900738808,0.7860197611848961,0.6802446860340747,6.668506458000304,7.389820287542935,7.002705661013403,21.06103240655664
2021ABI,2021_05_20_ABI_S8,1,lsa,8.0,202.0,0.0,0.0,1.0,,entropy_with_outcomes,202.0,1.3034172819814864,0.1855463643130798,1.3034172819814862,1.3034172819814864,0.8075915085622604,1.7731980002382162,19.60706645478377,19.332357275321243,18.004151784430817,56.94357551453584
2021ABI,2021_05_21_ABI_S1,1,lsa,8.0,173.0,,,,,unmatched,173.0,1.1118431478746689,0.1678436863720049,1.1118431478746686,1.1118431478746686,0.7051238578947872,1.3361013597314837,16.37546198231587,16.178051872814248,16.674255489211575,49.227769344341695
2021ABI,2021_05_21_ABI_S10,1,lsa,7.0,123.0,,,,,unmatched,123.0,0.8067182516442263,0.1908198941389227,0.8067182516442262,0.8067182516442263,0.7296115374303798,1.0222695425224322,12.197093735838614,11.822633945142464,10.61933831255324,34.63906599353432
2021ABI,2021_05_21_ABI_S11,1,lsa,7.0,149.0,0.5,1.0,2.0,,entropy_with_outcomes,149.0,0.7884967448768685,0.186485738074053,0.7884967448768685,0.7884967448768684,0.74153027379449,1.1221006376580616,12.526024362541213,11.519722595489188,11.126923560476854,35.17267051850725
2021ABI,2021_05_21_ABI_S12,1,lsa,7.0,181.0,0.3333333333333333,1.0,3.0,,entropy_with_outcomes,181.0,1.26948569187835,0.2194621874211856,1.2694856918783497,1.26948569187835,0.8424097226342686,1.5190787739791232,17.79330941940156,17.206425512309796,16.60202005231645,51.6017549840278
2021ABI,2021_05_21_ABI_S13,1,lsa,7.0,132.0,0.5,1.0,2.0,,entropy_with_outcomes,132.0,0.716356161326541,0.2024818271843756,0.7163561613265411,0.7163561613265411,0.8044551699773753,0.6090624096864388,9.80059417566758,11.191559348925006,9.454030572909462,30.446184097502048
