metric,funded_mean,unfunded_mean,mean_diff,ci95_low,ci95_high,cohens_d
gini_score1,0.4458688544594116,0.385045629756896,0.06082322470251561,0.015449754233082041,0.1070338856120753,0.46326611981254795
gini_score2,0.33043627629117944,0.24236727264897628,0.08806900364220316,0.034365930680792134,0.1384657468241722,0.5914397469831321
speaker_participation_cdp,0.5139702781362653,0.5244699131745276,-0.010499635038262345,-0.06798503042528149,0.04846346271571732,-0.06353422508438285
