n_bins,mean_entropy,purity_ratio,mixed_ratio,mean_jump,max_jump,n_transitions,entropy_trend,session_id,any_funded,funded_rate
12,0.31971597234241494,0.6666666666666666,0.3333333333333333,0.5305992425553617,1.0,6,0.02042604148637761,2021_04_22_MND_S5,,
16,0.2133891830098109,0.75,0.25,0.26666666666666666,1.0,5,0.29403408441810336,2021_04_22_MND_S6,,
9,0.44280312622602797,0.5555555555555556,0.4444444444444444,0.7463070340085629,1.0,6,-0.3284093786780839,2021_04_22_MND_S7,0.0,0.0
8,0.22640976555739162,0.75,0.25,0.5175080355597522,1.0,4,0.2704260414863776,2021_04_22_MND_S8,0.0,0.0
12,0.18792785951948812,0.75,0.25,0.3443945939618502,0.8112781244591328,5,0.15814451632889795,2021_04_23_MND_S1,0.0,0.0
12,0.05416853513736284,0.9166666666666666,0.08333333333333333,0.11818589484515529,0.6500224216483541,2,0.16250560541208853,2021_04_23_MND_S10,,
10,0.29547603881766304,0.6,0.4,0.3987186275074657,0.9182958340544896,5,0.2654445244429968,2021_04_23_MND_S11,1.0,0.3333333333333333
6,0.6258145836939114,0.3333333333333333,0.6666666666666666,0.4,0.9182958340544896,2,-0.5,2021_04_23_MND_S12,0.0,0.0
12,0.26333258619043093,0.6666666666666666,0.3333333333333333,0.4669669555823352,1.0,7,0.23541258923349334,2021_04_23_MND_S13,,
10,0.3901246734151437,0.5,0.5,0.45827902775373924,1.0,6,0.15892383677263583,2021_04_23_MND_S14,,
15,0.2672945362372345,0.6666666666666666,0.3333333333333333,0.43208566416318195,0.9602297178607612,8,-0.27230965019808095,2021_04_23_MND_S15,,
12,0.20515502310450717,0.75,0.25,0.4476109595007429,1.0,6,0.09368284771372329,2021_04_23_MND_S16,0.0,0.0
9,0.37143345677670947,0.5555555555555556,0.4444444444444444,0.5117348264278848,1.0,5,0.13366664069368261,2021_04_23_MND_S2,1.0,0.5
6,0.4370927081530443,0.5,0.5,0.23774437510817342,0.8112781244591328,1,0.9056390622295665,2021_04_23_MND_S3,0.0,0.0
11,0.3947023118698851,0.5454545454545454,0.45454545454545453,0.5853034483855382,1.0,7,-0.4014780009749882,2021_04_23_MND_S4,,
11,0.23589943639011388,0.7272727272727273,0.2727272727272727,0.3353195932473526,0.9852281360342516,4,-0.4616655324789525,2021_04_23_MND_S5,1.0,0.5
12,0.35131538941072177,0.5833333333333334,0.4166666666666667,0.5160619857903505,0.946394630357186,7,0.4923362998186918,2021_04_23_MND_S6,0.0,0.0
10,0.183509975340398,0.7,0.2,0.3643284381309672,0.7219280948873623,5,0.2782929146291545,2021_04_23_MND_S7,0.0,0.0
9,0.5190527941581066,0.4444444444444444,0.5555555555555556,0.2862869418057175,1.0,2,-0.5843931044561568,2021_04_23_MND_S8,,
6,0.273370654823642,0.6666666666666666,0.3333333333333333,0.47243040476584286,0.9182958340544896,3,0.09818386958356362,2021_04_23_MND_S9,0.0,0.0
6,0.2351868584091885,0.6666666666666666,0.3333333333333333,0.44611390446558685,0.8194483718728034,3,-0.29583638929116374,2021_05_20_ABI_S1,,
11,0.4428528667741487,0.45454545454545453,0.5454545454545454,0.31691487927523465,0.9709505944546686,4,0.2541406138244997,2021_05_20_ABI_S2,0.0,0.0
13,0.26775923615345476,0.6923076923076923,0.3076923076923077,0.4127470252818739,1.0,5,-0.170217517498728,2021_05_20_ABI_S3,1.0,1.0
13,0.48917992813350963,0.46153846153846156,0.5384615384615384,0.3421766955578389,0.9182958340544896,4,-0.398293359778256,2021_05_20_ABI_S4,1.0,1.0
8,0.6061889242131231,0.25,0.75,0.4794400697300965,0.9182958340544896,5,-0.5288768064146974,2021_05_20_ABI_S5,0.0,0.0
10,0.2647869792568112,0.7,0.3,0.4982734956307879,0.9182958340544896,5,-0.34695069432425174,2021_05_20_ABI_S6,1.0,0.5
13,0.3686746460459922,0.6153846153846154,0.38461538461538464,0.4018183170119359,1.0,5,-0.10538551581133215,2021_05_20_ABI_S7,1.0,1.0
13,0.4627855462074579,0.46153846153846156,0.5384615384615384,0.33634484740587295,1.0,4,0.22241322547480258,2021_05_20_ABI_S8,0.0,0.0
13,0.43478032682210976,0.5384615384615384,0.46153846153846156,0.3647869792568112,1.0,4,0.7362387308465518,2021_05_21_ABI_S1,,
16,0.37046549307707655,0.5625,0.4375,0.42856768524444466,0.9852281360342516,8,-0.076962686041806,2021_05_21_ABI_S10,,
14,0.2543459831897255,0.7142857142857143,0.2857142857142857,0.18405657525648111,1.0,2,0.7121687529312314,2021_05_21_ABI_S11,1.0,0.5
13,0.34578436528238987,0.6153846153846154,0.38461538461538464,0.5128168191027632,1.0,7,0.13070479401774826,2021_05_21_ABI_S12,1.0,0.3333333333333333
9,0.24018228874206266,0.6666666666666666,0.3333333333333333,0.2966517415515082,0.7896900821428474,3,0.2392614696346131,2021_05_21_ABI_S13,1.0,0.5
11,0.43232059716582766,0.5454545454545454,0.45454545454545453,0.20779450502542077,1.0,2,0.053913131188985663,2021_05_21_ABI_S14,0.0,0.0
11,0.3072262325792902,0.6363636363636364,0.36363636363636365,0.2087128886399193,0.8649735207179271,3,-0.8094169275909662,2021_05_21_ABI_S15,1.0,0.5
15,0.3702050474870571,0.5333333333333333,0.4666666666666667,0.5896648895763678,1.0,9,-0.25452557088443073,2021_05_21_ABI_S16,,
14,0.45227698242904996,0.5,0.5,0.3005747083718354,1.0,4,0.2032210826742078,2021_05_21_ABI_S2,1.0,0.3333333333333333
15,0.2485369529923235,0.7333333333333333,0.26666666666666666,0.2701185474662619,1.0,4,0.43294699316590385,2021_05_21_ABI_S3,0.0,0.0
14,0.26639813989383015,0.7142857142857143,0.2857142857142857,0.37204551293145993,1.0,5,-0.04999999999999999,2021_05_21_ABI_S4,0.0,0.0
16,0.2634185083478723,0.625,0.3125,0.3161165602660794,0.9182958340544896,6,-0.3167560798005953,2021_05_21_ABI_S5,,
8,0.409683596128922,0.5,0.5,0.7269638419272155,1.0,6,0.03215120609261979,2021_05_21_ABI_S6,,
11,0.22082584780081602,0.7272727272727273,0.2727272727272727,0.26923843669558656,0.9852281360342516,3,0.6072710814522441,2021_05_21_ABI_S7,1.0,0.3333333333333333
12,0.22504371274735757,0.75,0.25,0.25028902848804274,0.9709505944546686,3,-0.26949207601250635,2021_05_21_ABI_S8,0.0,0.0
12,0.21915759819162559,0.75,0.25,0.2109250987859596,1.0,3,-0.3324615837506997,2021_05_21_ABI_S9,0.0,0.0
15,0.428714343440303,0.5333333333333333,0.4666666666666667,0.5548549357694055,1.0,8,0.1836164468893965,2021_06_10_SLU_S1,1.0,0.3333333333333333
12,0.2932142528086421,0.6666666666666666,0.3333333333333333,0.5562587484866292,1.0,7,0.2686787109822451,2021_06_10_SLU_S2,1.0,0.5
18,0.3454986820740044,0.6111111111111112,0.3888888888888889,0.2872643090632418,1.0,5,-0.25763215685235363,2021_06_10_SLU_S3,0.0,0.0
13,0.32519471031437547,0.6153846153846154,0.38461538461538464,0.3597754032014955,1.0,5,-0.4264007847998797,2021_06_10_SLU_S4,1.0,1.0
14,0.22156321128029702,0.7142857142857143,0.2857142857142857,0.33427871783169427,1.0,5,-0.2467492518755959,2021_06_10_SLU_S5,1.0,0.5
10,0.45242822791847176,0.5,0.5,0.5928400448493166,1.0,6,-0.2803904651094503,2021_06_10_SLU_S6,0.0,0.0
15,0.3567725711079884,0.6,0.4,0.41162098722469137,1.0,6,0.20989210786335122,2021_06_10_SLU_S7,,
15,0.2872082958349063,0.6666666666666666,0.3333333333333333,0.5450729099294954,1.0,9,-0.14574885464757992,2021_06_11_SLU_S1,1.0,0.3333333333333333
10,0.5497030813461675,0.4,0.6,0.35101979417881896,0.9709505944546686,3,-0.20937685178750776,2021_06_11_SLU_S10,0.0,0.0
14,0.24903659911238538,0.7142857142857143,0.2857142857142857,0.3388314016636835,0.9456603046006402,5,-0.09331981556221874,2021_06_11_SLU_S11,1.0,0.5
13,0.35003532988751684,0.6153846153846154,0.38461538461538464,0.3610098842655434,1.0,5,-0.14510473239267035,2021_06_11_SLU_S12,0.0,0.0
13,0.2516657822366085,0.6923076923076923,0.23076923076923078,0.34916258359420005,1.0,5,0.3116601662446447,2021_06_11_SLU_S13,0.0,0.0
12,0.29327200338803916,0.6666666666666666,0.3333333333333333,0.3487810607371799,1.0,4,0.4002420516504951,2021_06_11_SLU_S2,,
13,0.2777826556458862,0.6923076923076923,0.3076923076923077,0.4444252181903236,1.0,6,-0.21586586334452926,2021_06_11_SLU_S3,1.0,1.0
13,0.4015500501233795,0.5384615384615384,0.46153846153846156,0.47366986963658686,1.0,6,-0.23996250689437382,2021_06_11_SLU_S4,1.0,0.5
7,0.3623017451378418,0.5714285714285714,0.42857142857142855,0.5893520359941488,1.0,4,0.16930563493902023,2021_06_11_SLU_S5,,
12,0.3977753982293353,0.5833333333333334,0.4166666666666667,0.3027769513829861,1.0,3,-0.4433261946880058,2021_06_11_SLU_S6,0.0,0.0
13,0.3341911033696637,0.6153846153846154,0.38461538461538464,0.44537369531713566,1.0,6,0.2566412438692991,2021_06_11_SLU_S7,1.0,1.0
5,0.9446635183060916,0.0,1.0,0.0743410544303964,0.136879431433369,0,0.013264450228825941,2021_06_11_SLU_S8,1.0,1.0
12,0.3842387381453596,0.5833333333333334,0.4166666666666667,0.29218503810824664,1.0,3,-0.9027162144360787,2021_06_11_SLU_S9,0.0,0.0
4,0.49273764861366715,0.5,0.5,0.6569835314848895,1.0,2,-0.4709505944546686,2021_09_30_MZT_S2,0.0,0.0
11,0.2576428330019363,0.7272727272727273,0.2727272727272727,0.56681423260426,1.0,6,0.24273764861366715,2021_09_30_MZT_S3,0.0,0.0
6,0.12080568191762665,0.8333333333333334,0.16666666666666666,0.289933636602304,0.72483409150576,2,-0.36241704575288,2021_09_30_MZT_S4,0.0,0.0
6,0.4413116320946853,0.5,0.5,0.572381042351765,0.9182958340544896,3,0.8647869792568113,2021_09_30_MZT_S5,1.0,1.0
3,0.5940762396379338,0.3333333333333333,0.6666666666666666,0.5653115322251021,0.9709505944546686,1,0.8112781244591328,2021_09_30_MZT_S6,1.0,1.0
24,0.41831817333350213,0.5,0.5,0.4019247923456939,1.0,11,-0.0007707492996494869,2021_09_30_MZT_S7,1.0,0.625
10,0.2714802094547874,0.7,0.3,0.4230053266863869,0.9852281360342516,4,0.10398411095032173,2021_10_01_MZT_S1,0.0,0.0
14,0.3243465773551968,0.6428571428571429,0.35714285714285715,0.3700983172660871,1.0,5,-0.021979895418668516,2021_10_01_MZT_S11,1.0,1.0
14,0.23723190979256786,0.7142857142857143,0.2857142857142857,0.34063572666856207,1.0,5,-0.015236528267377647,2021_10_01_MZT_S2,0.0,0.0
16,0.4702187855579979,0.5,0.5,0.6818879223544058,1.0,11,-0.0616505898546707,2021_10_01_MZT_S3,1.0,0.6666666666666666
15,0.27751525148435013,0.6666666666666666,0.3333333333333333,0.4401735546233655,0.9182958340544896,7,-0.18365916681089792,2021_10_01_MZT_S4,1.0,0.5
13,0.38622014623900075,0.5384615384615384,0.46153846153846156,0.5254378410761195,0.9182958340544896,7,-0.2291068366019858,2021_10_01_MZT_S5,1.0,0.5
12,0.3552316814883431,0.5833333333333334,0.4166666666666667,0.412804734815705,1.0,5,-0.4100559822354629,2021_10_01_MZT_S7,1.0,1.0
8,0.42334509442836077,0.5,0.5,0.401611160637019,1.0,3,-0.7877413154838766,2021_10_01_MZT_S8,0.0,0.0
14,0.32560855449973863,0.6428571428571429,0.35714285714285715,0.4768264378413995,1.0,7,-0.059147917027244756,2021_10_01_MZT_S9,,
12,0.5211546864748616,0.4166666666666667,0.5833333333333334,0.6273134503391758,1.0,7,-0.24968048086612055,2021_10_07_CMC_S1,1.0,0.5
13,0.20007447743092158,0.7692307692307693,0.23076923076923078,0.17026467371938092,1.0,2,0.520193641320396,2021_10_07_CMC_S2,1.0,1.0
12,0.4410164442958848,0.5,0.5,0.3588434097532318,1.0,5,0.8230493328876546,2021_10_07_CMC_S3,1.0,0.6666666666666666
8,0.6006444176496755,0.375,0.625,0.4213903087094378,1.0,3,-0.5692443372653688,2021_10_07_CMC_S4,1.0,1.0
7,0.5724878783681157,0.2857142857142857,0.7142857142857143,0.5217705107417007,0.9709505944546686,4,-0.3900282478650188,2021_10_07_CMC_S5,1.0,0.5
13,0.20937908422210477,0.7692307692307693,0.23076923076923078,0.22682734124061352,1.0,3,0.019517976278159432,2021_10_07_CMC_S6,,
10,0.07219280948873623,0.9,0.1,0.08021423276526247,0.7219280948873623,1,0.18048202372184058,2021_10_07_CMC_S7,,
12,0.4500400042958706,0.5,0.5,0.6626506750612247,1.0,8,-0.24424092488282179,2021_10_08_CMC_S1,1.0,0.6666666666666666
9,0.31012743123447617,0.6666666666666666,0.3333333333333333,0.37248359458139413,1.0,3,-0.2637156270367618,2021_10_08_CMC_S10,,
14,0.34339587589740334,0.6428571428571429,0.35714285714285715,0.4570693222237952,1.0,6,-0.3386524403163916,2021_10_08_CMC_S11,0.0,0.0
9,0.0,1.0,0.0,0.0,0.0,0,0.0,2021_10_08_CMC_S12,0.0,0.0
14,0.5942829414063187,0.2857142857142857,0.7142857142857143,0.4780027245531319,1.0,8,0.35926281903793533,2021_10_08_CMC_S13,1.0,0.3333333333333333
18,0.3707685028765328,0.5555555555555556,0.4444444444444444,0.5823429442683805,1.0,12,0.030788592419243255,2021_10_08_CMC_S14,1.0,0.5
8,0.43273253465676076,0.5,0.5,0.6909416668727113,1.0,6,0.6394319446848299,2021_10_08_CMC_S2,0.0,0.0
8,0.4339802782239481,0.5,0.5,0.6654873531788871,0.9852281360342516,5,-0.1865154566656293,2021_10_08_CMC_S3,1.0,1.0
12,0.34864903101178735,0.5833333333333334,0.4166666666666667,0.31471457065946234,1.0,4,0.15631715228627674,2021_10_08_CMC_S4,1.0,1.0
13,0.419278266137618,0.5384615384615384,0.46153846153846156,0.6112557744129555,1.0,8,-0.37969541990664707,2021_10_08_CMC_S5,1.0,0.6666666666666666
13,0.25903142369158433,0.6923076923076923,0.3076923076923077,0.30570038144068357,1.0,4,-0.4113701032758086,2021_10_08_CMC_S6,0.0,0.0
14,0.3357517537834494,0.6428571428571429,0.35714285714285715,0.3742800825887931,1.0,5,-0.3090784818027692,2021_10_08_CMC_S7,0.0,0.0
11,0.34384108842814726,0.6363636363636364,0.36363636363636365,0.3809227197562829,1.0,4,-0.4189794763532577,2021_10_08_CMC_S8,0.0,0.0
10,0.3717882567339672,0.6,0.4,0.4221763036983536,1.0,4,0.1653842839503472,2021_10_08_CMC_S9,0.0,0.0
9,0.4079416830469955,0.5555555555555556,0.4444444444444444,0.6002622764841454,0.9709505944546686,5,-0.017551586800059693,2021_11_04_NES_S1,1.0,0.5
6,0.42815847987924194,0.5,0.5,0.2163022272510478,0.8112781244591328,1,0.8788363774081593,2021_11_04_NES_S2,0.0,0.0
13,0.41374844401597066,0.5384615384615384,0.46153846153846156,0.5148804333542135,1.0,7,0.05924106437736826,2021_11_04_NES_S3,1.0,0.5
13,0.23416233982680007,0.6923076923076923,0.3076923076923077,0.3302005209835742,0.9182958340544896,5,-0.32863411480869464,2021_11_04_NES_S4,,
11,0.258940791327353,0.7272727272727273,0.2727272727272727,0.48335768406351337,1.0,5,-0.3661162348669609,2021_11_04_NES_S5,1.0,0.3333333333333333
11,0.381688141100264,0.5454545454545454,0.45454545454545453,0.4449300240465209,1.0,5,0.26396981816060705,2021_11_04_NES_S6,1.0,1.0
22,0.3018835254240072,0.6363636363636364,0.36363636363636365,0.42665092194238124,1.0,11,0.07136755459594368,2021_11_05_NES_S1,1.0,0.25
17,0.24185260825502433,0.7058823529411765,0.29411764705882354,0.3145071360031074,0.920619835714305,6,0.10934689568959399,2021_11_05_NES_S10,1.0,1.0
12,0.47381272408354524,0.5,0.5,0.5353860389553781,1.0,6,-0.48314334390851815,2021_11_05_NES_S11,1.0,1.0
16,0.3270888191664113,0.625,0.375,0.3518746891856196,1.0,6,-0.0458404365441879,2021_11_05_NES_S12,,
13,0.48724494532512597,0.46153846153846156,0.5384615384615384,0.7834263826005333,1.0,10,0.05471607463186745,2021_11_05_NES_S2,0.0,0.0
23,0.22299040651470825,0.7391304347826086,0.2608695652173913,0.21491310646479864,0.9709505944546686,6,0.1580447124176026,2021_11_05_NES_S3,0.0,0.0
26,0.3480991232768758,0.6153846153846154,0.38461538461538464,0.32301285410334474,1.0,8,-0.19694259322264987,2021_11_05_NES_S4,1.0,1.0
27,0.301827953507329,0.6666666666666666,0.3333333333333333,0.2793962791624865,1.0,8,0.03031255142806899,2021_11_05_NES_S5,1.0,0.6666666666666666
23,0.3987226978780835,0.5652173913043478,0.43478260869565216,0.4543126104525419,1.0,11,-0.47817943601309065,2021_11_05_NES_S6,1.0,0.25
15,0.35214104307883354,0.5333333333333333,0.4666666666666667,0.3192461013255053,1.0,5,0.5084569173270501,2021_11_05_NES_S7,0.0,0.0
13,0.36765042230279504,0.6153846153846154,0.38461538461538464,0.4133114594418588,1.0,5,-0.5152899139704614,2021_11_05_NES_S8,,
15,0.4850818569441742,0.4666666666666667,0.5333333333333333,0.49205372186592794,1.0,7,-0.4184491691259216,2021_11_05_NES_S9,0.0,0.0
12,0.3330485585328459,0.5833333333333334,0.4166666666666667,0.33923027084399865,0.9182958340544896,5,0.21498654774711573,2022_04_07_MND_S1,1.0,0.3333333333333333
11,0.25500197795236074,0.7272727272727273,0.2727272727272727,0.29128517833640055,0.9709505944546686,3,-0.36861940572676605,2022_04_07_MND_S2,0.0,0.0
6,0.28826232641893706,0.6666666666666666,0.3333333333333333,0.6918295834054489,0.9182958340544896,4,0.05350885479767836,2022_04_07_MND_S3,,
10,0.41118826989024393,0.5,0.5,0.5762854718289583,1.0,6,-0.45396089963414665,2022_04_07_MND_S4,1.0,0.5
13,0.269550524138551,0.6923076923076923,0.3076923076923077,0.4035441119116867,1.0,5,0.06390359525563188,2022_04_07_MND_S5,1.0,0.5
9,0.49742395522787014,0.4444444444444444,0.5555555555555556,0.5041199259095133,1.0,4,0.5739760316291208,2022_04_07_MND_S6,1.0,0.5
14,0.3028244693678885,0.6428571428571429,0.35714285714285715,0.3943811488360762,1.0,6,-0.09689229213541817,2022_04_08_MND_S1,0.0,0.0
6,0.4370927081530443,0.5,0.5,0.5622556248918266,1.0,3,0.09436093777043358,2022_04_08_MND_S10,,
12,0.20115140419196945,0.75,0.25,0.3479667000552061,1.0,5,-0.14654578742409158,2022_04_08_MND_S11,0.0,0.0
1,0.9182958340544896,0.0,1.0,0.0,0.0,0,0.0,2022_04_08_MND_S12,,
15,0.34923318362128863,0.6,0.4,0.5668673875475646,1.0,9,0.02272649062251164,2022_04_08_MND_S2,,
10,0.332124673709595,0.6,0.4,0.4750891510958433,1.0,6,0.2028195311147832,2022_04_08_MND_S3,,
9,0.29444693573870606,0.6666666666666666,0.3333333333333333,0.5812528027060443,1.0,5,-0.2166741405494514,2022_04_08_MND_S4,0.0,0.0
11,0.45373418725802017,0.5454545454545454,0.45454545454545453,0.4982152119676444,1.0,5,0.16666666666666669,2022_04_08_MND_S5,1.0,0.3333333333333333
1,1.0,0.0,1.0,0.0,0.0,0,0.0,2022_04_08_MND_S6,,
13,0.3948096047350064,0.5384615384615384,0.46153846153846156,0.4413277661205086,1.0,6,0.39517706594235935,2022_04_08_MND_S7,1.0,1.0
10,0.3346560280745796,0.6,0.4,0.4807143830180314,0.9182958340544896,6,0.30096750032133013,2022_04_08_MND_S8,0.0,0.0
13,0.3351460795068365,0.6153846153846154,0.38461538461538464,0.3870447475989793,1.0,5,-0.2508205025422345,2022_04_08_MND_S9,,
5,0.5836591668108979,0.4,0.6,0.4795739585136224,1.0,2,0.08170416594551044,output-2021-05-20-ABI-S1,,
