conference,session_id,meeting_id,n_chunks,n_moves,threshold,similarity_method,n_possible_links,n_nonzero_links,total_link_weight,weighted_ldi,mean_nonzero_weight,forelink_weight_mean,backlink_weight_mean,cross_speaker_weight_ratio,late_minus_early_backlink,forelink_entropy,backlink_entropy,horizon_entropy,overall_link_entropy
2021CMC,output_2021_10_07_CMC_S4,output_2021_10_07_CMC_S4__B3_2021_10_07_12_41_16,7,173.0,0.35,lsa,14878.0,1094.0,211.55749035816757,1.2228756668102172,0.1933797900897327,1.2228756668102174,1.2228756668102172,0.7918030824236747,1.6143153125438012,17.698596102367084,17.945470928486255,17.858919040624425,53.502986071477764
2021CMC,output_2021_10_07_CMC_S5,output_2021_10_07_CMC_S5__B4_2021_10_07_12_37_15,8,189.0,0.35,lsa,17766.0,1045.0,208.06961628386586,1.1008974406553749,0.1991096806544171,1.1008974406553749,1.1008974406553749,0.8291567955383554,1.5003023471037862,16.332809059322802,15.68563740808154,14.575229077165323,46.59367554456967
2021CMC,output_2021_10_07_CMC_S6,output_2021_10_07_CMC_S6__B5_2021_10_07_12_37_23,8,133.0,0.35,lsa,8778.0,671.0,108.44010022146922,0.8153390994095431,0.16160968736433565,0.8153390994095432,0.8153390994095432,0.747907282859927,1.1516389007010823,11.513709297911074,11.298930557576702,12.944509217278684,35.75714907276646
2021CMC,output_2021_10_07_CMC_S7,output_2021_10_07_CMC_S7__CMC_1_5,8,208.0,0.35,lsa,21528.0,1672.0,367.3362634251737,1.7660397280056428,0.21969872214424263,1.7660397280056428,1.766039728005643,0.7151120502005398,2.2532728029825253,24.23499570968161,23.4739474375038,22.227973648266357,69.93691679545176
2021CMC,output_2021_10_08_CMC_S1,output_2021_10_08_CMC_S1__2021_10_08_09_59_21,8,204.0,0.35,lsa,20706.0,1722.0,339.82350556781205,1.6658014978814315,0.19734233772811385,1.665801497881432,1.6658014978814315,0.7949532622001195,2.2319906338340108,24.11431561613778,22.62077683875616,22.639635998241168,69.3747284531351
2021CMC,output_2021_10_08_CMC_S10,output_2021_10_08_CMC_S10__B2_Zoom_Meeting_Room_2_2021_10_08_13_02_10,8,227.0,0.35,lsa,25651.0,2605.0,470.3075206580219,2.07183929805296,0.1805403150318702,2.0718392980529594,2.07183929805296,0.7928260622295263,2.432485257325397,28.917599111969736,28.53882123746253,27.430793546097128,84.88721389552938
2021CMC,output_2021_10_08_CMC_S11,output_2021_10_08_CMC_S11__B3_2021_10_08_13_01_43,8,181.0,0.35,lsa,16290.0,1493.0,311.67807416062186,1.7219783102796788,0.20875959421341048,1.7219783102796788,1.7219783102796788,0.6907653829645322,2.0817827380038265,23.42010710503579,22.51143296918697,21.91350699910764,67.84504707333039
2021CMC,output_2021_10_08_CMC_S12,output_2021_10_08_CMC_S12__B4_2021_10_08_13_01_38,8,174.0,0.35,lsa,15051.0,1046.0,181.91979598948942,1.0455160689051115,0.1739194990339287,1.0455160689051117,1.0455160689051115,0.784526308299849,1.427619931613652,16.47683129315238,14.896668310621441,13.741490518930226,45.11499012270405
2021CMC,output_2021_10_08_CMC_S13,output_2021_10_08_CMC_S13__B5_2021_10_08_13_01_46,8,199.0,0.35,lsa,19701.0,1623.0,301.09268006248885,1.5130285430275823,0.18551613066080644,1.5130285430275823,1.5130285430275818,0.8135664927380809,1.8864853051899273,23.06729797343602,21.207656082389825,20.230103304881972,64.50505736070781
2021CMC,output_2021_10_08_CMC_S14,output_2021_10_08_CMC_S14__Room5_Session2,8,215.0,0.35,lsa,23005.0,1567.0,348.7058011800711,1.6218874473491678,0.22253082398217683,1.6218874473491678,1.6218874473491678,0.785734556825351,2.538136928514363,24.30892112639726,21.879512372898795,21.162129972026733,67.35056347132279
2021CMC,output_2021_10_08_CMC_S2,output_2021_10_08_CMC_S2__B1_Zoom_Meeting_Room_1_2021_10_08_10_59_46,8,257.0,0.35,lsa,32896.0,2479.0,536.0178979985434,2.0856727548581455,0.216223436062341,2.0856727548581455,2.0856727548581455,0.7589278047167972,2.8674558460313406,28.163377745213815,28.417559206010115,26.42767504525868,83.00861199648261
2021CMC,output_2021_10_08_CMC_S3,output_2021_10_08_CMC_S3__B2_Zoom_Meeting_Room_2_2021_10_08_10_59_57,8,272.0,0.35,lsa,36856.0,3863.0,688.236886905761,2.530282672447651,0.1781612443452656,2.530282672447651,2.530282672447651,0.8064825815008612,4.080158193225762,37.4735143102327,34.64790529190846,37.909633766554926,110.03105336869609
2021CMC,output_2021_10_08_CMC_S4,output_2021_10_08_CMC_S4__B3_2021_10_08_10_59_57,8,152.0,0.35,lsa,11476.0,907.0,175.99329678399477,1.1578506367368078,0.19403891596912323,1.1578506367368078,1.1578506367368078,0.7409729877082253,1.661127896290754,16.414096603249156,16.733178127283423,16.614010330026023,49.761285060558606
