n_bins,mean_entropy,purity_ratio,mixed_ratio,mean_jump,max_jump,n_transitions,entropy_trend,first_third_entropy,last_third_entropy,session_id,any_funded,funded_rate
8,0.5741645709161397,0.375,0.625,0.5281670347372055,1.0,5,0.8644388557763726,0.0,0.8644388557763726,2021_10_07_CMC_S3,1.0,0.6666666666666666
12,0.12844803889668047,0.8333333333333334,0.16666666666666666,0.14899061306778244,0.8194483718728034,2,0.3853441166900414,0.0,0.3853441166900414,2021_10_07_CMC_S2,1.0,1.0
8,0.6508571562056893,0.25,0.75,0.4805265818269891,1.0,3,-0.3236665927700676,0.8464393446710154,0.5227727519009479,2021_10_07_CMC_S1,1.0,0.5
8,0.38478585854245756,0.5,0.5,0.4102266840422174,0.9182958340544896,4,-0.448885694966912,0.7549843063184085,0.3060986113514965,2021_10_01_MZT_S7,1.0,1.0
10,0.4987035955076101,0.4,0.6,0.6930669112057353,1.0,7,-0.09469767264204121,0.5475172037568244,0.45281953111478324,2021_10_01_MZT_S5,1.0,0.5
10,0.4337410067305182,0.5,0.5,0.6815520057375122,0.9709505944546686,7,-0.333787004224207,0.5765246528378741,0.24273764861366715,2021_10_01_MZT_S4,1.0,0.5
11,0.6104365540498068,0.36363636363636365,0.6363636363636364,0.675642085287779,1.0,7,0.1258145836939114,0.603759374819711,0.7295739585136224,2021_10_01_MZT_S3,1.0,0.6666666666666666
10,0.6598843598060862,0.2,0.8,0.5039241609618466,1.0,5,0.11785948582907013,0.7520407265968502,0.8699002124259203,2021_10_08_CMC_S13,1.0,0.3333333333333333
10,0.4333102618283883,0.5,0.5,0.45980765867516266,1.0,4,-0.3423071227976187,0.8146187299249082,0.47231160712728953,2021_10_01_MZT_S11,1.0,1.0
12,0.48660107355788323,0.3333333333333333,0.6666666666666666,0.6233208084893285,1.0,9,-0.01469245662348373,0.5485017620689647,0.533809305445481,2021_10_08_CMC_S14,1.0,0.5
18,0.4531886070729489,0.4444444444444444,0.5555555555555556,0.44355240188116,1.0,10,0.148154636243427,0.413478344999152,0.561632981242579,2021_09_30_MZT_S7,1.0,0.625
2,0.9709505944546686,0.0,1.0,0.0,0.0,0,0.0,0.9709505944546686,0.9709505944546686,2021_09_30_MZT_S6,1.0,1.0
4,0.8190221637576232,0.0,1.0,0.34643395340382094,0.47879884713297616,2,-0.32110358951199847,1.0,0.6788964104880015,2021_09_30_MZT_S5,1.0,1.0
12,0.273238488151062,0.6666666666666666,0.3333333333333333,0.3847673728002869,0.9709505944546686,5,0.12490774980139302,0.3474038573258965,0.47231160712728953,2021_11_05_NES_S10,1.0,1.0
10,0.5385708187584699,0.4,0.6,0.6448124531424442,0.9852281360342516,6,0.06889110309474467,0.5988354201644616,0.6677265232592062,2021_10_08_CMC_S1,1.0,0.6666666666666666
9,0.530919707348205,0.3333333333333333,0.6666666666666666,0.35061671969000435,0.9957274520849256,4,0.40806636297566584,0.33190915069497523,0.7399755136706411,2021_05_21_ABI_S12,1.0,0.3333333333333333
8,0.28628079382377575,0.625,0.375,0.4583631692349565,0.9182958340544896,4,-0.08436851252838962,0.32501121082417705,0.24064269829578744,2022_04_07_MND_S1,1.0,0.3333333333333333
8,0.24715106756664734,0.625,0.375,0.32070317454181646,0.8112781244591328,3,-0.5829652080370229,0.5829652080370229,0.0,2022_04_07_MND_S4,1.0,0.5
11,0.3224030204929474,0.6363636363636364,0.36363636363636365,0.3894827570958824,1.0,4,-0.4030251130107787,0.5940762396379338,0.19105112662715507,2022_04_07_MND_S5,1.0,0.5
10,0.4444376053061497,0.5,0.5,0.41111447006468066,0.9182958340544896,4,0.4082744821505909,0.2704260414863776,0.6787005236369685,2021_04_22_MND_S4,1.0,1.0
8,0.4707140159230122,0.5,0.5,0.5509777316477383,1.0,4,0.2458389387454218,0.4056390622295664,0.6514780009749882,2022_04_07_MND_S6,1.0,0.5
9,0.41027963284525343,0.4444444444444444,0.5555555555555556,0.3957641936742388,0.9544340029249648,4,0.05387302231324914,0.47447653217141533,0.5283495544846645,2021_04_22_MND_S1,1.0,1.0
3,0.5558627998293342,0.3333333333333333,0.6666666666666666,0.8337941997440013,0.9456603046006402,2,-0.2237322097132779,0.9456603046006402,0.7219280948873623,2020_11_06_NES_S9,1.0,1.0
1,1.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,2020_11_06_NES_S3,1.0,0.6666666666666666
7,0.5444683034941619,0.42857142857142855,0.5714285714285714,0.8018796874098554,1.0,5,0.2610276044371002,0.4056390622295664,0.6666666666666666,2022_04_08_MND_S5,1.0,0.3333333333333333
4,0.47231160712728953,0.5,0.5,0.9533990076546089,0.9709505944546686,3,0.4591479170272448,0.0,0.4591479170272448,2020_11_06_NES_S12,1.0,0.5
5,0.3836591668108979,0.6,0.4,0.7295739585136224,1.0,3,-0.9182958340544896,0.9182958340544896,0.0,2020_11_06_NES_S11,1.0,0.3333333333333333
3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1.0,1,1.0,0.0,1.0,2020_11_06_NES_S1,1.0,0.5
9,0.4185413032217945,0.4444444444444444,0.5555555555555556,0.4103843347227336,0.9182958340544896,4,0.45989933310008313,0.39786228828265013,0.8577616213827333,2022_04_08_MND_S7,1.0,1.0
2,0.5,0.5,0.5,1.0,1.0,1,0.0,0.5,0.5,2020_11_05_NES_S5,1.0,1.0
4,0.47231160712728953,0.5,0.5,0.9358474208545493,0.9709505944546686,3,-0.5118026774274238,0.9709505944546686,0.4591479170272448,2020_11_05_NES_S4,1.0,1.0
4,0.49273764861366715,0.5,0.5,0.3430164685151105,1.0,1,0.9854752972273343,0.0,0.9854752972273343,2020_11_05_NES_S3,1.0,0.3333333333333333
