conference,session_id,meeting_id,chunk_index,chunk_file,n_moves,threshold,similarity_method,n_possible_links,n_nonzero_links,total_link_weight,weighted_ldi,mean_nonzero_weight,forelink_weight_mean,backlink_weight_mean,cross_speaker_weight_ratio,late_minus_early_backlink,forelink_entropy,backlink_entropy,horizon_entropy,overall_link_entropy
2021ABI,output_2021_05_21_ABI_S10,output_2021_05_21_ABI_S10__bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25,3,2021ABI/output_2021_05_21_ABI_S10/bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25_chunk3.json,20.0,0.35,lsa,190.0,3.0,0.09888710849385157,0.004944355424692579,0.032962369497950526,0.004944355424692579,0.004944355424692579,0.4999670839334723,0.007202940242635486,0.08745601215491842,0.07473971995440634,0.06252298947601878,0.22471872158534353
2021ABI,output_2021_05_21_ABI_S10,output_2021_05_21_ABI_S10__bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25,4,2021ABI/output_2021_05_21_ABI_S10/bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25_chunk4.json,15.0,0.35,lsa,105.0,3.0,0.3170952669951923,0.021139684466346155,0.10569842233173077,0.021139684466346155,0.021139684466346155,0.537175103283178,-0.012150761280245878,0.17695269933144475,0.5638150220912304,0.4159309130138136,1.1566986344364887
2021ABI,output_2021_05_21_ABI_S10,output_2021_05_21_ABI_S10__bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25,5,2021ABI/output_2021_05_21_ABI_S10/bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25_chunk5.json,10.0,0.35,lsa,45.0,2.0,0.8709887157130872,0.08709887157130872,0.4354943578565436,0.08709887157130872,0.08709887157130872,0.2599096574011796,0.2903295719043624,0.7560325309246398,0.6291781485622827,0.6101998093255225,1.995410488812445
2021ABI,output_2021_05_21_ABI_S10,output_2021_05_21_ABI_S10__bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25,6,2021ABI/output_2021_05_21_ABI_S10/bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25_chunk6.json,26.0,0.35,lsa,325.0,5.0,0.794703351827981,0.030565513531845424,0.1589406703655962,0.030565513531845424,0.030565513531845428,0.33852229807940665,-0.05122171678013883,0.359658785287615,0.4664924850727494,0.26521777841408256,1.091369048774447
2021ABI,output_2021_05_21_ABI_S10,output_2021_05_21_ABI_S10__bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25,7,2021ABI/output_2021_05_21_ABI_S10/bot2p2_Zoom_Meeting_Room_2_2021_05_21_13_10_25_chunk7.json,24.0,0.35,lsa,276.0,9.0,3.567268029169518,0.14863616788206324,0.39636311435216864,0.14863616788206327,0.14863616788206324,0.6633014974907845,0.28478812475727167,1.4141996790609095,1.1377722599032971,1.7278375490566205,4.2798094880208275
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,1,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk1.json,19.0,0.35,lsa,171.0,4.0,0.26127411568137093,0.013751269246387943,0.06531852892034273,0.013751269246387943,0.013751269246387943,0.7883737928312596,-0.002120746303436361,0.14004606122991287,0.2551375442095623,0.20092502131388543,0.5961086267533606
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,2,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk2.json,19.0,0.35,lsa,171.0,1.0,0.04723764820421378,0.0024861920107480937,0.04723764820421378,0.0024861920107480937,0.0024861920107480937,1.0,0.005904706025526722,0.06633647890709456,0.032565406444546266,0.027598097676426313,0.12649998302806714
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,3,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk3.json,16.0,0.35,lsa,120.0,1.0,0.053724599610357214,0.003357787475647326,0.053724599610357214,0.003357787475647326,0.003357787475647326,1.0,0.0,0.036323783667415156,0.0526893791105402,0.05813077739075033,0.1471439401687057
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,4,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk4.json,15.0,0.35,lsa,105.0,1.0,0.1872561926973385,0.012483746179822567,0.1872561926973385,0.012483746179822567,0.012483746179822567,1.0,0.0,0.16016471115936864,0.12438392734830506,0.1342242091959316,0.4187728477036053
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,5,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk5.json,25.0,0.35,lsa,300.0,2.0,0.11641305642799757,0.004656522257119902,0.058206528213998784,0.004656522257119902,0.004656522257119902,0.8901656701024128,0.011641305642799757,0.060910566840492356,0.058822637009897656,0.08049497152752447,0.20022817537791449
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,6,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk6.json,49.0,0.35,lsa,1176.0,20.0,2.5779900515541323,0.05261204186845168,0.1288995025777066,0.05261204186845168,0.05261204186845168,0.6002296647508201,-0.032293429587427425,0.664392062396444,1.2912801441756854,0.6134119681697114,2.5690841747418407
2021ABI,output_2021_05_21_ABI_S11,output_2021_05_21_ABI_S11__bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16,7,2021ABI/output_2021_05_21_ABI_S11/bot3p2_Room_3_Zoom_Meeting_2021_05_21_13_10_16_chunk7.json,6.0,0.35,lsa,15.0,2.0,0.7326766804829978,0.12211278008049964,0.3663383402414989,0.12211278008049964,0.12211278008049964,1.0,0.6493080287826976,0.86773936037381,0.7822531832233932,0.8885107909840628,2.538503334581266
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,1,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk1.json,12.0,0.35,lsa,66.0,3.0,0.6730723244501844,0.0560893603708487,0.2243574414833948,0.0560893603708487,0.0560893603708487,1.0,-0.08482072530985384,0.48765675556249566,0.8485006882069367,0.4082717797022385,1.7444292234716707
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,2,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk2.json,18.0,0.35,lsa,153.0,2.0,0.15771199263737318,0.008761777368742955,0.07885599631868659,0.008761777368742955,0.008761777368742955,1.0,0.019713999079671647,0.1414438969856619,0.10205541742882164,0.11207637222107109,0.3555756866355546
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,3,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk3.json,28.0,0.35,lsa,378.0,1.0,0.031302885577513685,0.0011179601991969173,0.031302885577513685,0.0011179601991969173,0.0011179601991969173,0.0,-0.0022359203983938346,0.016842602210192126,0.026146608399590425,0.014920364353599613,0.057909574963382164
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,4,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk4.json,21.0,0.35,lsa,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,5,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk5.json,39.0,0.35,lsa,741.0,9.0,2.011616346797797,0.05157990632814865,0.22351292742197748,0.051579906328148635,0.05157990632814865,0.8763894602033633,0.048389196462624906,0.6458707125204461,0.8923655367753585,0.5653885910929142,2.1036248403887186
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,6,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk6.json,37.0,0.35,lsa,666.0,8.0,0.9816200536467516,0.026530271720182477,0.12270250670584396,0.02653027172018248,0.026530271720182477,1.0000000000000002,0.0011657627422967077,0.2718391893565245,0.43325454300790867,0.27282298117128656,0.9779167135357197
2021ABI,output_2021_05_21_ABI_S12,output_2021_05_21_ABI_S12__bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM,7,2021ABI/output_2021_05_21_ABI_S12/bot5p4_Zoom_Meeting_5_21_2021_1_12_46_PM_chunk7.json,26.0,0.35,lsa,325.0,8.0,2.116406926822578,0.08140026641625299,0.2645508658528222,0.08140026641625299,0.08140026641625298,0.5974514913896701,0.07891433586986187,0.8111461300215993,1.3109530758022732,0.766817774599099,2.8889169804229713
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,1,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk1.json,35.0,0.35,lsa,595.0,8.0,1.6658440158512653,0.047595543310036154,0.20823050198140816,0.04759554331003616,0.04759554331003616,0.8427481795670007,0.022635167038603975,0.5750178301518654,0.8461250185625815,0.5397974475364222,1.960940296250869
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,2,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk2.json,16.0,0.35,lsa,120.0,1.0,0.8039024609606819,0.050243903810042616,0.8039024609606819,0.050243903810042616,0.050243903810042616,1.0,-0.11484320870866883,0.37732137003445404,0.6361734744949258,0.30147006688280437,1.3149649114121842
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,3,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk3.json,14.0,0.35,lsa,91.0,1.0,0.7451677089184325,0.05322626492274518,0.7451677089184325,0.05322626492274518,0.05322626492274518,0.0,-0.1490335417836865,0.31671554427196563,0.9526354041008261,0.3357147968693587,1.6050657452421504
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,4,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk4.json,18.0,0.35,lsa,153.0,1.0,0.17620696618112275,0.009789275898951264,0.17620696618112275,0.009789275898951264,0.009789275898951264,1.0,-0.025172423740160394,0.09748763343013658,0.2200315760592927,0.08743586459383176,0.40495507408326104
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,5,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk5.json,12.0,0.35,lsa,66.0,2.0,0.501951096689732,0.04182925805747767,0.250975548344866,0.04182925805747767,0.04182925805747767,1.0,-0.06084264448584456,0.3697640674500712,0.6911574224239195,0.3237602864690423,1.384681776343033
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,6,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk6.json,19.0,0.35,lsa,171.0,3.0,0.2800517484607274,0.014739565708459336,0.09335058282024246,0.014739565708459336,0.014739565708459336,1.0,0.035006468557590924,0.2478126864539934,0.17780918165224885,0.18394556046688465,0.609567428573127
2021ABI,output_2021_05_21_ABI_S13,output_2021_05_21_ABI_S13__bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29,7,2021ABI/output_2021_05_21_ABI_S13/bot6p3_Zoom_Meeting_Room_6_2021_05_21_13_12_29_chunk7.json,18.0,0.35,lsa,153.0,8.0,1.500550078642136,0.08336389325789645,0.187568759830267,0.08336389325789645,0.08336389325789645,0.7727794004554643,0.13342313368874784,1.132333662295982,1.0758188802585298,0.6217142299787232,2.8298667725332347
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,1,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk1.json,17.0,0.35,lsa,136.0,3.0,0.5521028665470542,0.032476639208650245,0.18403428884901807,0.032476639208650245,0.032476639208650245,1.0,-0.04658043979323876,0.42180705160111487,0.4432841062821521,0.2965113629613291,1.1616025208445961
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,2,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk2.json,8.0,0.35,lsa,28.0,2.0,0.45235217660720045,0.056544022075900056,0.22617608830360023,0.056544022075900056,0.056544022075900056,1.0,0.12910333033631768,0.38573085577474797,0.5079776392504132,0.7918715993700254,1.6855800943951866
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,3,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk3.json,8.0,0.35,lsa,28.0,2.0,0.7486955016229436,0.09358693770286795,0.3743477508114718,0.09358693770286795,0.09358693770286795,0.03666599666395519,0.24956516720764788,0.9288582089584945,0.5206869455101195,0.5206869455101195,1.9702320999787335
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,4,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk4.json,13.0,0.35,lsa,78.0,1.0,0.6413206534944187,0.04933235796110913,0.6413206534944187,0.04933235796110913,0.04933235796110913,0.0,0.0,0.3706002665095915,0.44184502791071967,0.3706002665095915,1.1830455609299027
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,5,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk5.json,11.0,0.35,lsa,55.0,3.0,0.599119364161455,0.05446539674195045,0.19970645472048498,0.05446539674195045,0.05446539674195045,0.8048007184423944,0.14977984104036374,0.8693209235377616,0.3270952403982092,0.8613422632026202,2.057758427138591
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,6,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk6.json,14.0,0.35,lsa,91.0,1.0,0.0995336087226043,0.0071095434801860214,0.0995336087226043,0.0071095434801860214,0.0071095434801860214,1.0,0.0,0.08048378974815813,0.10761597286501158,0.08048378974815813,0.26858355236132786
2021ABI,output_2021_05_21_ABI_S14,output_2021_05_21_ABI_S14__botB1_2021_05_21_13_09_38,7,2021ABI/output_2021_05_21_ABI_S14/botB1_2021_05_21_13_09_38_chunk7.json,19.0,0.35,lsa,171.0,5.0,0.9992212019365185,0.052590589575606236,0.1998442403873037,0.052590589575606236,0.052590589575606236,0.6641287323129865,0.09083829108513805,0.6643255776531567,0.6131206658015883,0.5303782915074198,1.8078245349621649
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,1,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk1.json,13.0,0.35,lsa,78.0,2.0,0.7866106296676201,0.060508509974432315,0.39330531483381004,0.060508509974432315,0.060508509974432315,0.6594572243271898,-0.03348432090009354,0.5243892092692488,0.6193868338578743,0.5243892092692488,1.668165252396372
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,2,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk2.json,15.0,0.35,lsa,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,3,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk3.json,15.0,0.35,lsa,105.0,3.0,0.0737827904303481,0.00491885269535654,0.024594263476782702,0.004918852695356541,0.004918852695356541,1.0000000000000002,-0.004255673082635879,0.0502643548875006,0.12170215231448345,0.09401568247462386,0.2659821896766079
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,4,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk4.json,15.0,0.35,lsa,105.0,1.0,0.0398216202822194,0.0026547746854812936,0.0398216202822194,0.0026547746854812936,0.0026547746854812936,1.0,-0.004977702535277425,0.034571741985314985,0.08049735508749255,0.028154740223219805,0.14322383729602733
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,5,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk5.json,26.0,0.35,lsa,325.0,2.0,0.1600813909857041,0.0061569765763732345,0.08004069549285205,0.0061569765763732345,0.0061569765763732345,1.0,0.001594326952864552,0.07357310508967327,0.11493006090431993,0.10331452151548888,0.29181768750948206
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,6,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk6.json,43.0,0.35,lsa,903.0,21.0,3.4996645938770565,0.08138754869481526,0.1666506949465265,0.08138754869481525,0.08138754869481526,0.8149964180576829,0.015133229453666977,1.1055747296994702,1.3452536756616504,0.7935058399350544,3.244334245296175
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,7,2021ABI/output_2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30_chunk7.json,9.0,0.35,lsa,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,1,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk1.json,24.0,0.35,lsa,276.0,9.0,1.4887784172247076,0.062032434051029484,0.1654198241360786,0.06203243405102948,0.06203243405102948,0.5673666585713613,0.07138985893959864,0.7766320183729922,0.9777576707623549,0.6999182490819486,2.454307938217296
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,2,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk2.json,14.0,0.35,lsa,91.0,4.0,0.46628806644316223,0.033306290460225874,0.11657201661079056,0.033306290460225874,0.03330629046022588,1.0,-0.03031400185980196,0.36304385207156403,0.5905429211631533,0.3765648913544335,1.330151664589151
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,3,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk3.json,24.0,0.35,lsa,276.0,5.0,0.7938740545294604,0.03307808560539418,0.15877481090589207,0.03307808560539418,0.033078085605394186,0.4125476210753276,0.043691590901398875,0.4324230054664861,0.5943012209235463,0.3223109573100207,1.3490351837000532
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,4,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk4.json,6.0,0.35,lsa,15.0,1.0,0.846146865556895,0.14102447759281583,0.846146865556895,0.14102447759281583,0.14102447759281583,0.0,0.4230734327784475,0.7444098672716584,0.6559388710289458,0.9828571279113181,2.383205866211922
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,5,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk5.json,8.0,0.35,lsa,28.0,3.0,0.38962414727524947,0.04870301840940618,0.1298747157584165,0.04870301840940619,0.04870301840940618,1.0,0.1298747157584165,0.5742533740080938,0.3833941862924369,0.57349209151376,1.5311396518142908
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,6,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk6.json,15.0,0.35,lsa,105.0,4.0,0.5750971400968247,0.03833980933978831,0.14377428502420617,0.03833980933978831,0.03833980933978831,0.598866949069723,0.0584296610530723,0.32488638573893047,0.4978873951536318,0.8089041912841097,1.6316779721766719
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,7,2021ABI/output_2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk7.json,24.0,0.35,lsa,276.0,3.0,0.4714578940688098,0.01964407891953374,0.15715263135626992,0.01964407891953374,0.01964407891953374,0.7554270364698991,-0.014433696078098787,0.25408848277327967,0.32741850319589544,0.1813360841853508,0.7628430701545259
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,1,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk1.json,14.0,0.35,lsa,91.0,1.0,0.5960246483817472,0.0425731891701248,0.5960246483817472,0.0425731891701248,0.0425731891701248,0.0,-0.09933744139695787,0.32586482767396285,0.5270711338410777,0.2849880365263684,1.1379239980414089
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,2,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk2.json,6.0,0.35,lsa,15.0,1.0,0.9587032163982401,0.15978386939970668,0.9587032163982401,0.15978386939970668,0.15978386939970668,1.0,0.31956773879941336,0.998769446475412,0.7945007371600042,0.7050985825249267,2.4983687661603433
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,3,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk3.json,8.0,0.35,lsa,28.0,2.0,0.6747195289758131,0.08433994112197664,0.33735976448790655,0.08433994112197664,0.08433994112197664,1.0,-0.22425025538291282,0.4574417444926224,0.9254441875819404,0.51043586236357,1.8933217944381329
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,4,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk4.json,17.0,0.35,lsa,136.0,2.0,0.4595986590290101,0.027035215237000594,0.22979932951450505,0.027035215237000594,0.027035215237000594,1.0,0.03682434335611814,0.37878608551536425,0.2936633839398879,0.2502458969929444,0.9226953664481965
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,5,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk5.json,14.0,0.35,lsa,91.0,1.0,0.07310220741312506,0.005221586243794647,0.07310220741312506,0.005221586243794647,0.005221586243794647,1.0,-0.018275551853281266,0.0576262268512412,0.16530545771988805,0.05012006574569961,0.2730517503168289
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,6,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk6.json,7.0,0.35,lsa,21.0,3.0,0.6096304767598743,0.08709006810855346,0.20321015891995808,0.08709006810855345,0.08709006810855345,0.9999999999999998,0.2340445977341211,1.0869015919125768,0.6691501390810238,0.542796073067152,2.2988478040607525
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,7,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk7.json,15.0,0.35,lsa,105.0,2.0,0.6604422748695775,0.04402948499130517,0.33022113743478876,0.04402948499130517,0.04402948499130517,0.015505805486485181,0.2152709061712023,0.5066175665504188,0.3077075196668068,0.3557334655702817,1.1700585517875073
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,8,2021ABI/output_2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19_chunk8.json,22.0,0.35,lsa,231.0,2.0,0.5503922556498525,0.025017829802266023,0.27519612782492625,0.025017829802266023,0.025017829802266023,1.0,-0.05050977967414991,0.189189798310144,0.6686640546005211,0.2548878426363711,1.1127416955470362
2021ABI,output_2021_05_21_ABI_S3,output_2021_05_21_ABI_S3__bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,1,2021ABI/output_2021_05_21_ABI_S3/bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31_chunk1.json,38.0,0.35,lsa,703.0,15.0,1.6936836220801155,0.044570621633687246,0.1129122414720077,0.044570621633687246,0.044570621633687246,0.6683193234067456,0.06243268979808573,1.3810333431690043,0.7380017688862063,0.7482493656092095,2.86728447766442
2021ABI,output_2021_05_21_ABI_S3,output_2021_05_21_ABI_S3__bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,2,2021ABI/output_2021_05_21_ABI_S3/bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31_chunk2.json,10.0,0.35,lsa,45.0,4.0,0.5640013460349038,0.05640013460349038,0.14100033650872595,0.05640013460349038,0.05640013460349038,0.979913736480317,-0.01265078236516088,0.616327232558643,0.5005609416015855,0.5399609861195265,1.6568491602797548
2021ABI,output_2021_05_21_ABI_S3,output_2021_05_21_ABI_S3__bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,3,2021ABI/output_2021_05_21_ABI_S3/bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31_chunk3.json,12.0,0.35,lsa,66.0,1.0,0.2901074825893621,0.02417562354911351,0.2901074825893621,0.02417562354911351,0.02417562354911351,1.0,0.07252687064734052,0.20547522135788832,0.20547522135788832,0.3195404101538807,0.7304908528696573
