conference,session_id,meeting_id,n_chunks,n_moves,threshold,similarity_method,n_possible_links,n_nonzero_links,total_link_weight,weighted_ldi,mean_nonzero_weight,forelink_weight_mean,backlink_weight_mean,cross_speaker_weight_ratio,late_minus_early_backlink,forelink_entropy,backlink_entropy,horizon_entropy,overall_link_entropy,session_id_norm,meeting_base,registry_session_key,funded_rate,any_funded,n_teams,registry_rows,registry_num_teams,registry_num_funded_teams,registry_any_funded,registry_has_teams,registry_funded_rate,funded_rate_entropy,any_funded_entropy,n_teams_entropy,num_funded_teams,outcome_source
2021ABI,output_2021_05_21_ABI_S15,output_2021_05_21_ABI_S15__botB3_2021_05_21_13_09_30,7,136.0,0.35,lsa,9180.0,571.0,101.10347045990048,0.74340787102868,0.177063871208232,0.74340787102868,0.74340787102868,0.7562600576064988,0.9471425701453724,11.35079913706292,10.809940921579027,11.4858371739922,33.646577232634144,2021_05_21_ABI_S15,botB3_2021_05_21_13_09_30,2021_05_21_ABI_S15/botB3_2021_05_21_13_09_30,0.5,1.0,2.0,,,,,,,0.5,1.0,2.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S16,output_2021_05_21_ABI_S16__Breakout_Room_4_Session_3_2021_04_23_13_13_06,7,115.0,0.35,lsa,6555.0,436.0,76.34171606339362,0.663841009246901,0.1750956790444807,0.6638410092469011,0.6638410092469011,0.8591560243726076,1.055915616902766,10.674452534483718,8.875061802365977,10.05964625821472,29.609160595064417,2021_05_21_ABI_S16,Breakout_Room_4_Session_3_2021_04_23_13_13_06,2021_05_21_ABI_S16/Breakout_Room_4_Session_3_2021_04_23_13_13_06,,,,,,,,,,,,,,unmatched
2021ABI,output_2021_05_21_ABI_S2,output_2021_05_21_ABI_S2__bot1_2021_05_21_10_57_19,8,103.0,0.35,lsa,5253.0,370.0,60.49217894034382,0.5873027081586779,0.1634923755144427,0.5873027081586779,0.5873027081586779,0.8031850020572001,0.7198179411002718,8.033574453190287,9.128927519248572,8.931653732139848,26.09415570457871,2021_05_21_ABI_S2,bot1_2021_05_21_10_57_19,2021_05_21_ABI_S2/bot1_2021_05_21_10_57_19,0.3333333333333333,1.0,3.0,,,,,,,0.3333333333333333,1.0,3.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S3,output_2021_05_21_ABI_S3__bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,8,156.0,0.35,lsa,12090.0,818.0,150.96154047108823,0.9677021825069758,0.1845495604781029,0.967702182506976,0.9677021825069758,0.6880708281980872,1.579481400785706,16.827614453585284,13.100254386877603,12.859070891392609,42.7869397318555,2021_05_21_ABI_S3,bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,2021_05_21_ABI_S3/bot2p3_Zoom_Meeting_Room_2_2021_05_21_10_58_31,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S4,output_2021_05_21_ABI_S4__bot3p2_Zoom_Meeting_2021_05_21_10_58_18,8,155.0,0.35,lsa,11935.0,765.0,139.6848987969937,0.9011928954644756,0.1825946389503185,0.9011928954644756,0.9011928954644756,0.762349236134036,1.047818445379236,14.201315946759452,13.539926828512694,11.939509368704623,39.680752143976775,2021_05_21_ABI_S4,bot3p2_Zoom_Meeting_2021_05_21_10_58_18,2021_05_21_ABI_S4/bot3p2_Zoom_Meeting_2021_05_21_10_58_18,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S5,output_2021_05_21_ABI_S5__bot5p3_Room_5_Zoom_Meeting_5_21_2021_10_59_19_AM,8,171.0,0.35,lsa,14535.0,1004.0,192.32153305454085,1.1246873278043326,0.1915553118073116,1.1246873278043326,1.1246873278043326,0.7139878869380557,1.6051299938539074,16.417080102904134,15.984853958587149,16.241276283802723,48.64321034529401,2021_05_21_ABI_S5,bot5p3_Room_5_Zoom_Meeting_5_21_2021_10_59_19_AM,2021_05_21_ABI_S5/bot5p3_Room_5_Zoom_Meeting_5_21_2021_10_59_19_AM,,,,,,,,,,,,,,unmatched
2021ABI,output_2021_05_21_ABI_S6,output_2021_05_21_ABI_S6__bot6p3_Zoom_Meeting_Room_6_2021_05_21_10_59_51,8,141.0,0.35,lsa,9870.0,850.0,139.93237125162273,0.9924281649051258,0.1646263191195561,0.992428164905126,0.9924281649051258,0.8093317990720977,1.3569609171474848,15.045468563823238,14.269857810414,14.016007724400248,43.33133409863749,2021_05_21_ABI_S6,bot6p3_Zoom_Meeting_Room_6_2021_05_21_10_59_51,2021_05_21_ABI_S6/bot6p3_Zoom_Meeting_Room_6_2021_05_21_10_59_51,,,,,,,,,,,,,,unmatched
2021ABI,output_2021_05_21_ABI_S7,output_2021_05_21_ABI_S7__botB1_2021_05_21_10_58_58,8,112.0,0.35,lsa,6216.0,388.0,69.8919131562002,0.6240349388946447,0.1801337967943304,0.6240349388946447,0.6240349388946448,0.7920404755996279,0.8400853427061025,9.423818638808465,9.08826380967673,9.138162613971886,27.65024506245708,2021_05_21_ABI_S7,botB1_2021_05_21_10_58_58,2021_05_21_ABI_S7/botB1_2021_05_21_10_58_58,0.3333333333333333,1.0,3.0,,,,,,,0.3333333333333333,1.0,3.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S8,output_2021_05_21_ABI_S8__botB3_2021_05_21_10_58_38,8,166.0,0.35,lsa,13695.0,966.0,168.63126517502656,1.0158509950302803,0.1745665270963007,1.0158509950302803,1.0158509950302803,0.7932137390505428,1.435449039476988,17.25882261974138,14.50761415731917,14.67942130093599,46.44585807799654,2021_05_21_ABI_S8,botB3_2021_05_21_10_58_38,2021_05_21_ABI_S8/botB3_2021_05_21_10_58_38,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,,entropy_with_outcomes
2021ABI,output_2021_05_21_ABI_S9,output_2021_05_21_ABI_S9__bot1_2021_05_21_13_08_36,7,103.0,0.35,lsa,5253.0,321.0,60.172717569133226,0.5842011414478954,0.1874539488134991,0.5842011414478954,0.5842011414478955,0.8128647087663405,0.5051416081435267,8.674809346314703,8.561914443380378,7.66335490724854,24.90007869694362,2021_05_21_ABI_S9,bot1_2021_05_21_13_08_36,2021_05_21_ABI_S9/bot1_2021_05_21_13_08_36,0.0,0.0,3.0,,,,,,,0.0,0.0,3.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S1,output_2021_10_07_CMC_S1__2021_10_07_11_31_22,8,239.0,0.35,lsa,28441.0,2770.0,518.2801875053768,2.168536349394882,0.187104760832266,2.168536349394883,2.168536349394883,0.8070742381271445,3.3832960616873504,31.8377756244326,29.18946615319328,31.352974406029382,92.38021618365526,2021_10_07_CMC_S1,2021_10_07_11_31_22,2021_10_07_CMC_S1/2021_10_07_11_31_22,0.5,1.0,2.0,,,,,,,0.5,1.0,2.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S2,output_2021_10_07_CMC_S2__B1_Zoom_Meeting_Room_1_2021_10_07_12_36_41,8,147.0,0.35,lsa,10731.0,1081.0,192.288662340466,1.3080861383705171,0.1778803536914579,1.308086138370517,1.308086138370517,0.7224209336423596,1.572572071630687,17.567668116184052,19.56616839203705,17.52917538974307,54.66301189796417,2021_10_07_CMC_S2,B1_Zoom_Meeting_Room_1_2021_10_07_12_36_41,2021_10_07_CMC_S2/B1_Zoom_Meeting_Room_1_2021_10_07_12_36_41,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S3,output_2021_10_07_CMC_S3__B2.2_Zoom_Meeting_Room_2_2021_10_07_12_41_55,7,159.0,0.35,lsa,12561.0,803.0,133.535195416919,0.8398439963328239,0.1662953865715056,0.8398439963328239,0.8398439963328241,0.7989634801178587,1.2776740038514116,12.517529670005418,11.122808928223495,12.240175011731967,35.880513609960886,2021_10_07_CMC_S3,B2.2_Zoom_Meeting_Room_2_2021_10_07_12_41_55,2021_10_07_CMC_S3/B2.2_Zoom_Meeting_Room_2_2021_10_07_12_41_55,0.6666666666666666,1.0,3.0,,,,,,,0.6666666666666666,1.0,3.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S4,output_2021_10_07_CMC_S4__B3_2021_10_07_12_41_16,7,173.0,0.35,lsa,14878.0,1094.0,211.55749035816757,1.2228756668102172,0.1933797900897327,1.2228756668102174,1.2228756668102172,0.7918030824236747,1.6143153125438012,17.698596102367084,17.945470928486255,17.858919040624425,53.50298607147776,2021_10_07_CMC_S4,B3_2021_10_07_12_41_16,2021_10_07_CMC_S4/B3_2021_10_07_12_41_16,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S5,output_2021_10_07_CMC_S5__B4_2021_10_07_12_37_15,8,189.0,0.35,lsa,17766.0,1045.0,208.06961628386583,1.1008974406553749,0.1991096806544171,1.1008974406553749,1.1008974406553749,0.8291567955383554,1.5003023471037862,16.332809059322802,15.68563740808154,14.575229077165323,46.59367554456967,2021_10_07_CMC_S5,B4_2021_10_07_12_37_15,2021_10_07_CMC_S5/B4_2021_10_07_12_37_15,0.5,1.0,2.0,,,,,,,0.5,1.0,2.0,,entropy_with_outcomes
2021CMC,output_2021_10_07_CMC_S6,output_2021_10_07_CMC_S6__B5_2021_10_07_12_37_23,8,133.0,0.35,lsa,8778.0,671.0,108.44010022146922,0.8153390994095431,0.1616096873643356,0.8153390994095432,0.8153390994095432,0.747907282859927,1.1516389007010823,11.513709297911074,11.298930557576702,12.944509217278684,35.75714907276646,2021_10_07_CMC_S6,B5_2021_10_07_12_37_23,2021_10_07_CMC_S6/B5_2021_10_07_12_37_23,,,,,,,,,,,,,,unmatched
2021CMC,output_2021_10_07_CMC_S7,output_2021_10_07_CMC_S7__CMC_1_5,8,208.0,0.35,lsa,21528.0,1672.0,367.3362634251737,1.7660397280056428,0.2196987221442426,1.7660397280056428,1.766039728005643,0.7151120502005398,2.2532728029825253,24.23499570968161,23.4739474375038,22.227973648266357,69.93691679545176,2021_10_07_CMC_S7,CMC_1_5,2021_10_07_CMC_S7/CMC_1_5,,,,,,,,,,,,,,unmatched
2021CMC,output_2021_10_08_CMC_S1,output_2021_10_08_CMC_S1__2021_10_08_09_59_21,8,204.0,0.35,lsa,20706.0,1722.0,339.82350556781205,1.6658014978814315,0.1973423377281138,1.665801497881432,1.6658014978814315,0.7949532622001195,2.2319906338340108,24.11431561613778,22.62077683875616,22.639635998241168,69.3747284531351,2021_10_08_CMC_S1,2021_10_08_09_59_21,2021_10_08_CMC_S1/2021_10_08_09_59_21,0.6666666666666666,1.0,3.0,,,,,,,0.6666666666666666,1.0,3.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S10,output_2021_10_08_CMC_S10__B2_Zoom_Meeting_Room_2_2021_10_08_13_02_10,8,227.0,0.35,lsa,25651.0,2605.0,470.3075206580219,2.07183929805296,0.1805403150318702,2.0718392980529594,2.07183929805296,0.7928260622295263,2.432485257325397,28.917599111969736,28.53882123746253,27.430793546097128,84.88721389552938,2021_10_08_CMC_S10,B2_Zoom_Meeting_Room_2_2021_10_08_13_02_10,2021_10_08_CMC_S10/B2_Zoom_Meeting_Room_2_2021_10_08_13_02_10,,,,,,,,,,,,,,unmatched
2021CMC,output_2021_10_08_CMC_S11,output_2021_10_08_CMC_S11__B3_2021_10_08_13_01_43,8,181.0,0.35,lsa,16290.0,1493.0,311.67807416062186,1.7219783102796788,0.2087595942134104,1.7219783102796788,1.7219783102796788,0.6907653829645322,2.0817827380038265,23.42010710503579,22.51143296918697,21.91350699910764,67.84504707333039,2021_10_08_CMC_S11,B3_2021_10_08_13_01_43,2021_10_08_CMC_S11/B3_2021_10_08_13_01_43,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S12,output_2021_10_08_CMC_S12__B4_2021_10_08_13_01_38,8,174.0,0.35,lsa,15051.0,1046.0,181.91979598948944,1.0455160689051115,0.1739194990339287,1.0455160689051115,1.0455160689051115,0.784526308299849,1.427619931613652,16.47683129315238,14.89666831062144,13.741490518930226,45.11499012270405,2021_10_08_CMC_S12,B4_2021_10_08_13_01_38,2021_10_08_CMC_S12/B4_2021_10_08_13_01_38,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S13,output_2021_10_08_CMC_S13__B5_2021_10_08_13_01_46,8,199.0,0.35,lsa,19701.0,1623.0,301.09268006248885,1.5130285430275825,0.1855161306608064,1.5130285430275825,1.5130285430275818,0.8135664927380809,1.8864853051899273,23.06729797343602,21.207656082389825,20.230103304881972,64.50505736070781,2021_10_08_CMC_S13,B5_2021_10_08_13_01_46,2021_10_08_CMC_S13/B5_2021_10_08_13_01_46,0.3333333333333333,1.0,3.0,,,,,,,0.3333333333333333,1.0,3.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S14,output_2021_10_08_CMC_S14__Room5_Session2,8,215.0,0.35,lsa,23005.0,1567.0,348.7058011800711,1.6218874473491678,0.2225308239821768,1.6218874473491678,1.6218874473491678,0.785734556825351,2.538136928514363,24.30892112639726,21.879512372898795,21.162129972026733,67.35056347132279,2021_10_08_CMC_S14,Room5_Session2,2021_10_08_CMC_S14/Room5_Session2,0.5,1.0,2.0,,,,,,,0.5,1.0,2.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S2,output_2021_10_08_CMC_S2__B1_Zoom_Meeting_Room_1_2021_10_08_10_59_46,8,257.0,0.35,lsa,32896.0,2479.0,536.0178979985434,2.0856727548581455,0.216223436062341,2.0856727548581455,2.0856727548581455,0.7589278047167972,2.8674558460313406,28.163377745213815,28.417559206010115,26.42767504525868,83.00861199648261,2021_10_08_CMC_S2,B1_Zoom_Meeting_Room_1_2021_10_08_10_59_46,2021_10_08_CMC_S2/B1_Zoom_Meeting_Room_1_2021_10_08_10_59_46,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S3,output_2021_10_08_CMC_S3__B2_Zoom_Meeting_Room_2_2021_10_08_10_59_57,8,272.0,0.35,lsa,36856.0,3863.0,688.236886905761,2.530282672447651,0.1781612443452656,2.530282672447651,2.530282672447651,0.8064825815008612,4.080158193225762,37.4735143102327,34.64790529190846,37.909633766554926,110.03105336869608,2021_10_08_CMC_S3,B2_Zoom_Meeting_Room_2_2021_10_08_10_59_57,2021_10_08_CMC_S3/B2_Zoom_Meeting_Room_2_2021_10_08_10_59_57,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S4,output_2021_10_08_CMC_S4__B3_2021_10_08_10_59_57,8,152.0,0.35,lsa,11476.0,907.0,175.99329678399477,1.1578506367368078,0.1940389159691232,1.1578506367368078,1.1578506367368078,0.7409729877082253,1.661127896290754,16.414096603249156,16.733178127283423,16.614010330026023,49.761285060558606,2021_10_08_CMC_S4,B3_2021_10_08_10_59_57,2021_10_08_CMC_S4/B3_2021_10_08_10_59_57,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S5,output_2021_10_08_CMC_S5__B4_2021_10_08_10_59_30,8,214.0,0.35,lsa,22791.0,2318.0,476.8341017195709,2.228196737007341,0.2057092759791073,2.228196737007341,2.228196737007341,0.7979193696945652,2.5194150924590524,28.88113885676181,30.82558496813063,28.53993930883623,88.24666313372867,2021_10_08_CMC_S5,B4_2021_10_08_10_59_30,2021_10_08_CMC_S5/B4_2021_10_08_10_59_30,0.6666666666666666,1.0,3.0,,,,,,,0.6666666666666666,1.0,3.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S6,output_2021_10_08_CMC_S6__B5_2021_10_08_10_59_38,8,164.0,0.35,lsa,13366.0,885.0,174.3789747574018,1.063286431447572,0.1970383895563862,1.063286431447572,1.063286431447572,0.7876683933738257,1.4251832937762547,14.68684975648828,15.76388499645254,15.418911460007095,45.86964621294791,2021_10_08_CMC_S6,B5_2021_10_08_10_59_38,2021_10_08_CMC_S6/B5_2021_10_08_10_59_38,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S7,output_2021_10_08_CMC_S7__Room5_Session1,8,168.0,0.35,lsa,14028.0,1148.0,226.14716816451775,1.3461140962173677,0.1969923067635172,1.3461140962173677,1.346114096217368,0.7682729160552687,1.9122561457787408,19.819670179788098,18.214902054172764,19.104414249211125,57.13898648317198,2021_10_08_CMC_S7,Room5_Session1,2021_10_08_CMC_S7/Room5_Session1,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S8,output_2021_10_08_CMC_S8__2021_10_08_12_01_45,8,161.0,0.35,lsa,12880.0,816.0,151.89002047198585,0.9434162762235144,0.1861397309705709,0.9434162762235144,0.9434162762235144,0.8204633074545743,1.418165165884973,15.180496832982316,12.745983483358565,12.532322207401815,40.4588025237427,2021_10_08_CMC_S8,2021_10_08_12_01_45,2021_10_08_CMC_S8/2021_10_08_12_01_45,0.0,0.0,1.0,,,,,,,0.0,0.0,1.0,,entropy_with_outcomes
2021CMC,output_2021_10_08_CMC_S9,output_2021_10_08_CMC_S9__B1_Zoom_Meeting_Room_1_2021_10_08_13_01_59,8,270.0,0.35,lsa,36315.0,2168.0,535.6197768142468,1.9837769511638772,0.2470570926264976,1.9837769511638772,1.9837769511638772,0.7789083612446034,2.283765477814998,27.863317595372415,29.005554179227257,25.411745100470274,82.28061687506994,2021_10_08_CMC_S9,B1_Zoom_Meeting_Room_1_2021_10_08_13_01_59,2021_10_08_CMC_S9/B1_Zoom_Meeting_Room_1_2021_10_08_13_01_59,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,,entropy_with_outcomes
2021MND,output_2021_04_22_MND_S1,output_2021_04_22_MND_S1__Bot1_2021_04_22_13_00_44,8,136.0,0.35,lsa,9180.0,600.0,102.95278495662248,0.7570057717398712,0.1715879749277041,0.7570057717398712,0.7570057717398712,0.7339729111648527,1.024646226622258,11.625975718996614,11.29365309370948,11.459891801773962,34.37952061448006,2021_04_22_MND_S1,Bot1_2021_04_22_13_00_44,2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44,1.0,1.0,1.0,8.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S3,output_2021_04_22_MND_S3__Bot3_Zoom_Meeting_2021_04_22_13_05_56_v2,8,131.0,0.35,lsa,8515.0,916.0,139.3096215417616,1.0634322255096305,0.1520847396744122,1.0634322255096305,1.0634322255096305,0.7812729110920318,1.27836007658513,14.87261467821705,15.070988000150972,13.735957527686704,43.67956020605473,2021_04_22_MND_S3,Bot3_Zoom_Meeting_2021_04_22_13_05_56_v2,2021_04_22_MND_S3/Bot3_Zoom_Meeting_2021_04_22_13_05_56_v2,0.0,0.0,1.0,9.0,1.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S4,output_2021_04_22_MND_S4__botB1_2021_04_22_13_01_59,8,149.0,0.35,lsa,11026.0,663.0,123.48129771487297,0.8287335417105568,0.1862463012290693,0.8287335417105567,0.8287335417105568,0.8144675563738082,1.0678399079059424,12.336605102050392,12.166204211811948,10.958367612273648,35.46117692613599,2021_04_22_MND_S4,botB1_2021_04_22_13_01_59,2021_04_22_MND_S4/botB1_2021_04_22_13_01_59,1.0,1.0,1.0,8.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S5,output_2021_04_22_MND_S5__botB2_2021_04_22_13_02_15,8,141.0,0.35,lsa,9870.0,678.0,115.91982933861476,0.8221264492100336,0.170973199614476,0.8221264492100337,0.8221264492100336,0.8283787197551975,1.0694386150169564,11.966234398535123,12.20054703350753,10.958043333027234,35.12482476506989,2021_04_22_MND_S5,botB2_2021_04_22_13_02_15,2021_04_22_MND_S5/botB2_2021_04_22_13_02_15,,0.0,0.0,8.0,0.0,0.0,0.0,False,,,,,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S6,output_2021_04_22_MND_S6__Breakout_Room_4_Part_1_2021_04_22_12_58_44,2,27.0,0.35,lsa,351.0,3.0,0.8460428711696664,0.031334921154432,0.2820142903898888,0.031334921154432,0.031334921154432,1.0,0.0348863976781773,0.3965602846265879,0.351251334091874,0.416971811672067,1.164783430390529,2021_04_22_MND_S6,Breakout_Room_4_Part_1_2021_04_22_12_58_44,2021_04_22_MND_S6/Breakout_Room_4_Part_1_2021_04_22_12_58_44,,0.0,0.0,3.0,0.0,0.0,0.0,False,,,,,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S6,output_2021_04_22_MND_S6__Breakout_Room_4_Part_2_2021_04_22_13_14_53,1,1.0,0.35,lsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021_04_22_MND_S6,Breakout_Room_4_Part_2_2021_04_22_13_14_53,2021_04_22_MND_S6/Breakout_Room_4_Part_2_2021_04_22_13_14_53,,0.0,0.0,3.0,0.0,0.0,0.0,False,,,,,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S7,output_2021_04_22_MND_S7__Room_5_Zoom_Meeting_4_22_2021_1_01_43_PM,2,28.0,0.35,lsa,378.0,2.0,0.0594307939162703,0.0021225283541525,0.0297153969581351,0.0021225283541525,0.0021225283541525,1.0,0.0034866347235418,0.0511368769411582,0.0353219809210618,0.0264568370093104,0.1129156948715305,2021_04_22_MND_S7,Room_5_Zoom_Meeting_4_22_2021_1_01_43_PM,2021_04_22_MND_S7/Room_5_Zoom_Meeting_4_22_2021_1_01_43_PM,0.0,0.0,2.0,8.0,2.0,0.0,0.0,True,0.0,0.0,0.0,2.0,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S7,output_2021_04_22_MND_S7__Room_5_Zoom_Meeting_4_22_2021_1_16_56_PM,6,124.0,0.35,lsa,7626.0,608.0,107.47178637852092,0.8667079546654913,0.1767628065436199,0.8667079546654913,0.8667079546654912,0.7762074151647372,0.9560664459905172,12.256576459044966,13.033298036031203,12.94030933571709,38.23018383079326,2021_04_22_MND_S7,Room_5_Zoom_Meeting_4_22_2021_1_16_56_PM,2021_04_22_MND_S7/Room_5_Zoom_Meeting_4_22_2021_1_16_56_PM,0.0,0.0,2.0,8.0,2.0,0.0,0.0,True,0.0,0.0,0.0,2.0,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S8,output_2021_04_22_MND_S8__Zoom_Meeting_Room_6_2021_04_22_13_00_55,1,25.0,0.35,lsa,300.0,4.0,1.449294017849054,0.0579717607139621,0.3623235044622634,0.0579717607139621,0.0579717607139621,1.0,0.1637989046938435,0.5936623921675578,0.5142383285462714,0.6783684490402764,1.7862691697541055,2021_04_22_MND_S8,Zoom_Meeting_Room_6_2021_04_22_13_00_55,2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_00_55,0.0,0.0,1.0,9.0,1.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,chunk_registry_v1
2021MND,output_2021_04_22_MND_S8,output_2021_04_22_MND_S8__Zoom_Meeting_Room_6_2021_04_22_13_18_39,5,114.0,0.35,lsa,6441.0,485.0,82.75604599727635,0.7259302280462837,0.1706310226747966,0.7259302280462837,0.7259302280462838,0.757546730822034,0.857370159326074,10.563332127142235,10.008247308840764,9.903748935252644,30.475328371235648,2021_04_22_MND_S8,Zoom_Meeting_Room_6_2021_04_22_13_18_39,2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39,0.0,0.0,1.0,9.0,1.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S1,output_2021_04_23_MND_S1__Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM,5,112.0,0.35,lsa,6216.0,509.0,81.37219305076053,0.726537437953219,0.1598667839897063,0.726537437953219,0.726537437953219,0.8001484501592235,1.1045491001709395,11.59959483274854,9.606774725875598,9.239345924577398,30.44571548320154,2021_04_23_MND_S1,Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM,2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM,0.0,0.0,2.0,8.0,2.0,0.0,0.0,True,0.0,0.0,0.0,2.0,0.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S1,output_2021_04_23_MND_S1__Bot_5_Zoom_Meeting_4_23_2021_12_10_03_PM,2,27.0,0.35,lsa,351.0,3.0,1.1420938491515211,0.042299772190797,0.3806979497171738,0.042299772190797,0.042299772190797,0.9804534996761116,0.0,0.4135074566204764,0.375084560158936,0.3967933006812684,1.1853853174606808,2021_04_23_MND_S1,Bot_5_Zoom_Meeting_4_23_2021_12_10_03_PM,2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_12_10_03_PM,0.0,0.0,2.0,8.0,2.0,0.0,0.0,True,0.0,0.0,0.0,2.0,0.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S10,output_2021_04_23_MND_S10__bot1_2021_04_23_13_12_57,7,159.0,0.35,lsa,12561.0,950.0,169.68850247142387,1.067223285983798,0.1786194762857093,1.067223285983798,1.067223285983798,0.8332841991219675,1.4168069339368323,15.922286656627314,14.95209614250468,13.488325481287951,44.362708280419945,2021_04_23_MND_S10,bot1_2021_04_23_13_12_57,2021_04_23_MND_S10/bot1_2021_04_23_13_12_57,,0.0,0.0,7.0,0.0,0.0,0.0,False,,,,,0.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S11,output_2021_04_23_MND_S11__bot2_Zoom_Meeting_2021_04_23_13_13_56,6,154.0,0.35,lsa,11781.0,1035.0,191.6832573741548,1.2446964764555506,0.1852012148542558,1.2446964764555508,1.2446964764555506,0.6930576362964391,1.6929198790843083,18.294118654353788,17.207956587710928,16.078948709253115,51.58102395131783,2021_04_23_MND_S11,bot2_Zoom_Meeting_2021_04_23_13_13_56,2021_04_23_MND_S11/bot2_Zoom_Meeting_2021_04_23_13_13_56,0.3333333333333333,1.0,3.0,7.0,3.0,1.0,1.0,True,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S12,output_2021_04_23_MND_S12__bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23,7,141.0,0.35,lsa,9870.0,780.0,121.98593360372864,0.8651484652746712,0.1563922225688828,0.8651484652746713,0.8651484652746714,0.8265344627545581,1.2459061658304855,13.407511443540484,12.189737138493616,11.492148276744864,37.08939685877896,2021_04_23_MND_S12,bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23,2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23,0.0,0.0,1.0,7.0,1.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,chunk_registry_v1
2021MND,output_2021_04_23_MND_S13,output_2021_04_23_MND_S13__botB1_2021_04_23_13_14_18,6,125.0,0.35,lsa,7750.0,669.0,118.71887858120846,0.9497510286496677,0.177457217610177,0.9497510286496677,0.9497510286496677,0.8310555975274796,1.1488072728477865,14.337524289415136,13.563007422978837,12.577711502640009,40.47824321503398,2021_04_23_MND_S13,botB1_2021_04_23_13_14_18,2021_04_23_MND_S13/botB1_2021_04_23_13_14_18,,0.0,0.0,7.0,0.0,0.0,0.0,False,,,,,0.0,chunk_registry_v1
